;50005305;50007476;50005964;50008374;
50027731;5.06;5.06;5.06;4.3;
50027732;16.28;16.28;16.28;13.84;
50027734;50.34;50.34;50.34;42.79;
50027735;50.34;50.34;50.34;42.79;
50027736;59.14;59.14;59.14;50.27;
50027737;60.87;60.87;60.87;51.74;
50027738;6.36;6.36;6.36;5.41;
50027730;19.68;19.68;19.68;16.73;
50027743;16.93;16.93;16.93;14.39;
50027744;16.93;16.93;16.93;14.39;
50027746;25.47;25.47;25.47;21.65;
50027748;19.68;19.68;19.68;16.73;
50027749;33.18;33.18;33.18;28.2;
50027750;17.39;17.39;17.39;14.78;
50027754;1.21;1.21;1.21;1.03;
50027756;13.64;13.64;13.64;11.59;
50027818;642.28;642.28;642.28;545.94;
50027825;21.22;21.22;21.22;18.04;
50027826;7.21;7.21;7.21;6.13;
50027827;14.26;14.26;14.26;12.12;
50027829;16.22;16.22;16.22;13.79;
50027830;7.81;7.81;7.81;6.64;
50027831;7.32;7.32;7.32;6.22;
50027832;6.69;6.69;6.69;5.69;
50027833;18.89;18.89;18.89;16.06;
50027834;11.59;11.59;11.59;9.85;
50027835;59.73;59.73;59.73;50.77;
50027836;40.36;40.36;40.36;34.31;
50027837;23.99;23.99;23.99;20.39;
50027838;19.13;19.13;19.13;16.26;
50027839;14.92;14.92;14.92;12.68;
50027841;27.18;27.18;27.18;23.1;
50027842;17.95;17.95;17.95;15.26;
50027843;15.03;15.03;15.03;12.78;
50027844;62.63;62.63;62.63;53.24;
50027845;57.92;57.92;57.92;49.23;
50027846;39.42;39.42;39.42;33.51;
50027847;24.22;24.22;24.22;20.59;
50027848;20.01;20.01;20.01;17.01;
50027849;25.59;25.59;25.59;21.75;
50027850;39.51;39.51;39.51;33.58;
50027851;30.47;30.47;30.47;25.9;
50027852;19.23;19.23;19.23;16.35;
50027853;19.23;19.23;19.23;16.35;
50027854;20.86;20.86;20.86;17.73;
50027855;42.52;42.52;42.52;36.14;
50027856;38.83;38.83;38.83;33.01;
50027857;25.5;25.5;25.5;21.68;
50027858;15.03;15.03;15.03;12.78;
50027859;46.72;46.72;46.72;39.71;
50027860;60.66;60.66;60.66;51.56;
50027861;69.36;69.36;69.36;58.96;
50027863;27.24;27.24;27.24;23.15;
50027864;33.11;33.11;33.11;28.14;
50027865;59.79;59.79;59.79;50.82;
50027867;70.67;70.67;70.67;60.07;
50027868;68.8;68.8;68.8;58.48;
50027873;34.43;34.43;34.43;29.27;
50027874;22.26;22.26;22.26;18.92;
50027876;19.07;19.07;19.07;16.21;
50027879;46.39;46.39;46.39;39.43;
50027881;15.36;15.36;15.36;13.06;
50027917;24.71;24.71;24.71;21;
50027919;10.59;10.59;10.59;9;
50027924;34.05;34.05;34.05;28.94;
50027927;61.61;61.61;61.61;61.61;
50027930;33.14;33.14;33.14;28.17;
50027931;52.67;52.67;52.67;44.77;
50027932;26.05;26.05;26.05;22.14;
50028051;2.74;2.74;2.74;2.33;
50028064;3.05;3.05;3.05;2.59;
50028066;7.1;7.1;7.1;6.04;
50028067;2.29;2.29;2.29;1.95;
50028068;2.66;2.66;2.66;2.26;
50028084;20.09;20.09;20.09;17.08;
50028085;13.05;13.05;13.05;11.09;
50028086;20.09;20.09;20.09;17.08;
50028087;20.81;20.81;20.81;17.69;
50028088;15.9;15.9;15.9;13.52;
50028089;13;13;13;11.05;
50028090;12.98;12.98;12.98;11.03;
50028097;14.03;14.03;14.03;11.93;
50028099;36.3;36.3;36.3;30.86;
50028106;5.4;5.4;5.4;4.59;
50028109;5.11;5.11;5.11;4.34;
50028111;5.04;5.04;5.04;4.28;
50028112;5.17;5.17;5.17;4.39;
50028115;6.47;6.47;6.47;5.5;
50028117;5.88;5.88;5.88;5;
50028122;630.76;630.76;630.76;536.15;
50028131;231.05;231.05;231.05;196.39;
50028225;40.39;40.39;40.39;34.33;
50028263;7.32;7.32;7.32;6.22;
50028264;2.73;2.73;2.73;2.32;
50035859;5.33;5.33;5.33;4.53;
50035878;0.84;0.84;0.84;0.71;
50035895;1.55;1.55;1.55;1.32;
50035896;0.54;0.54;0.54;0.46;
50035958;2.96;2.96;2.96;2.52;
50035959;5.92;5.92;5.92;5.03;
50035960;9.48;9.48;9.48;8.06;
50035974;6.05;6.05;6.05;5.14;
50036039;1.04;0.99;1.04;0.88;
50036041;7.78;7.41;7.78;6.61;
50036043;12.67;13.32;13.32;11.32;
50038473;1.34;1.34;1.34;1.14;
50038568;1.85;1.85;1.85;1.57;
50038574;4.38;4.38;4.38;3.72;
50038575;5.11;5.11;5.11;4.34;
50038576;8.69;8.69;8.69;7.39;
50038577;5.59;5.59;5.59;4.75;
50038578;7.1;7.1;7.1;6.04;
50029533;6.13;6.13;6.13;5.21;
50029564;2.57;2.57;2.57;2.18;
50029576;17.59;17.59;17.59;14.95;
50029577;17.16;17.16;17.16;14.59;
50029581;21.56;21.56;21.56;18.33;
50029582;20.7;20.7;20.7;17.6;
50029583;11.18;11.18;11.18;9.5;
50029584;8.18;8.18;8.18;6.95;
50029586;11.18;11.18;11.18;9.5;
50029609;33.9;33.9;33.9;28.82;
50029610;18.26;18.26;18.26;15.52;
50029587;29.81;29.81;29.81;25.34;
50029597;32.07;32.07;32.07;27.26;
50029598;23.7;23.7;23.7;20.15;
50029600;10.26;10.26;10.26;8.72;
50029601;8.67;8.67;8.67;7.37;
50029602;17.34;17.34;17.34;14.74;
50029622;10.08;10.08;10.08;8.57;
50029619;4.74;4.74;4.74;4.74;
50029623;80.35;80.35;80.35;68.3;
50029627;33.65;33.65;33.65;28.6;
50029628;80.35;80.35;80.35;68.3;
50022460;8.17;8.17;8.17;6.94;
50022461;4.26;4.26;4.26;3.62;
50018569;10.74;10.74;10.74;9.13;
50018594;1.41;1.48;1.48;1.26;
50029336;37.13;37.13;37.13;31.56;
50029348;92.8;92.8;92.8;78.88;
50029349;46.5;46.5;46.5;39.53;
50029350;268.22;268.22;268.22;227.99;
50029377;3.6;3.6;3.6;3.06;
50029381;12.67;12.67;12.67;10.77;
50029382;5.38;5.38;5.38;4.57;
50029383;3.8;3.8;3.8;3.23;
50029384;4.63;4.63;4.63;3.94;
50029385;4.63;4.63;4.63;3.94;
50029386;5.02;5.02;5.02;4.27;
50029387;6.55;6.55;6.55;5.57;
50029395;9.22;9.22;9.22;7.84;
50038150;1.48;1.48;1.48;1.26;
50038208;26.2;26.2;26.2;22.27;
50038209;26.2;26.2;26.2;22.27;
50038210;26.2;26.2;26.2;22.27;
50038211;30.83;30.83;30.83;26.21;
50038212;30.83;30.83;30.83;26.21;
50038213;30.83;30.83;30.83;26.21;
50038214;38.35;38.35;38.35;32.6;
50038215;38.35;38.35;38.35;32.6;
50038216;38.35;38.35;38.35;32.6;
50038217;45.69;45.69;45.69;38.84;
50038218;45.69;45.69;45.69;38.84;
50038219;45.69;45.69;45.69;38.84;
50038220;57.16;57.16;57.16;48.59;
50038221;57.16;57.16;57.16;48.59;
50038222;57.16;57.16;57.16;48.59;
50038223;59.13;59.13;59.13;50.26;
50038224;62.77;62.77;62.77;53.35;
50038225;64.07;64.07;64.07;54.46;
50038227;106.93;106.93;106.93;90.89;
50038228;35.68;35.68;35.68;30.33;
50038229;19.17;19.17;19.17;16.29;
50038231;77.48;77.48;77.48;65.86;
50038232;34.78;34.78;34.78;29.56;
50038233;16.03;16.03;16.03;13.63;
50038234;14.36;14.36;14.36;14.36;
50038247;22.26;22.26;22.26;18.92;
50038248;22.26;22.26;22.26;18.92;
50038249;10.41;10.41;10.41;8.85;
50038257;5.02;5.02;5.02;4.27;
50036787;48.69;48.69;48.69;41.39;
50036788;11.18;11.18;11.18;9.5;
50036789;14.58;14.58;14.58;12.39;
50036790;4.58;4.58;4.58;3.89;
50036791;9.05;9.05;9.05;7.69;
50036792;12.56;12.56;12.56;10.68;
50036804;4.28;4.28;4.28;3.64;
50036805;9.2;9.2;9.2;7.82;
50037767;1.81;1.81;1.81;1.54;
50037822;7.34;7.34;7.34;6.24;
50037823;6.05;6.05;6.05;5.14;
50037824;6.05;6.05;6.05;5.14;
50037825;5.32;5.32;5.32;4.52;
50037826;3.11;3.11;3.11;2.64;
50037827;3.14;3.14;3.14;2.67;
50037828;7.23;7.23;7.23;6.15;
50037829;7.57;7.57;7.57;6.43;
50037830;6.79;6.79;6.79;5.77;
50037831;4.62;4.62;4.62;3.93;
50037832;3.32;3.32;3.32;2.82;
50037833;4.73;4.73;4.73;4.02;
50037834;5.46;5.46;5.46;4.64;
50037835;5.8;5.8;5.8;4.93;
50037836;4.58;4.58;4.58;3.89;
50037837;4.32;4.32;4.32;3.67;
50037838;4.32;4.32;4.32;3.67;
50037839;2.57;2.57;2.57;2.18;
50037840;4.69;4.69;4.69;3.99;
50037841;5.33;5.33;5.33;4.53;
50037842;5.08;5.08;5.08;4.32;
50037843;29.16;29.16;29.16;24.79;
50037854;2.8;2.79;2.94;2.5;
50037855;1.58;1.58;1.58;1.34;
50037863;4.07;4.26;4.26;3.62;
50037865;6.68;7.02;7.02;5.97;
50037896;9.2;9.66;9.66;8.21;
50037907;1.01;0.95;1.01;0.86;
50037914;3.48;3.31;3.48;2.96;
50037946;3.19;3.19;3.19;2.71;
50038005;7.24;7.62;7.62;6.48;
50038006;7.02;7.02;7.02;5.97;
50038011;2.87;3.01;3.01;2.56;
50038012;3.65;3.65;3.65;3.1;
50038014;3.65;3.65;3.65;3.1;
50038019;7.82;7.82;7.82;6.65;
50032895;17.9;17.9;17.9;17.9;
50032896;166.5;166.5;166.5;166.5;
50032901;8.72;8.72;8.72;7.41;
50032902;8.72;8.72;8.72;7.41;
50032904;11.14;11.14;11.14;9.47;
50032905;13.12;13.12;13.12;11.15;
50032906;13.12;13.12;13.12;11.15;
50032907;6.04;6.04;6.04;5.13;
50032908;6.04;6.04;6.04;5.13;
50032910;8.28;8.28;8.28;7.04;
50032911;10.61;10.61;10.61;9.02;
50032912;10.61;10.61;10.61;9.02;
50032913;9.6;9.6;9.6;8.16;
50032914;9.6;9.6;9.6;8.16;
50032923;44.68;44.68;44.68;37.98;
50032924;44.68;44.68;44.68;37.98;
50032925;44.68;44.68;44.68;37.98;
50032926;44.68;44.68;44.68;37.98;
50032927;44.68;44.68;44.68;37.98;
50032928;44.68;44.68;44.68;37.98;
50032930;6.67;6.67;6.67;5.67;
50032932;6.67;6.67;6.67;5.67;
50032938;7.26;7.26;7.26;6.17;
50032944;36.76;36.76;36.76;31.25;
50032973;1.29;1.29;1.29;1.05;
50032980;3.21;3.37;3.37;2.86;
50032982;110.63;110.63;110.63;94.04;
50032990;28.58;28.58;28.58;24.29;
50032997;6.4;6.4;6.4;5.44;
50033001;6.58;6.58;6.58;5.59;
50033002;6.39;6.39;6.39;5.43;
50033003;6.39;6.39;6.39;5.43;
50033004;6.46;6.46;6.46;5.49;
50033005;6.46;6.46;6.46;5.49;
50033007;22.82;22.82;22.82;19.4;
50033008;33.17;33.17;33.17;28.19;
50033009;15.03;15.03;15.03;12.78;
50033010;16.34;16.34;16.34;13.89;
50033012;25.44;25.44;25.44;21.62;
50033030;1.98;1.98;1.98;1.68;
50033047;1.74;1.51;1.74;1.48;
50033049;1.71;1.71;1.71;1.45;
50033050;1.33;1.15;1.33;1.13;
50033052;8.18;7.46;8.58;7.29;
50033053;11.64;10.11;11.64;9.89;
50033095;227.96;227.96;227.96;193.77;
50033096;303.43;303.43;303.43;257.92;
50019435;3.3;3.3;3.3;2.81;
50019439;2.9;2.9;2.9;2.47;
50019526;44.4;44.4;44.4;37.74;
50019527;4.37;4.37;4.37;3.71;
50019529;2.83;2.83;2.83;2.41;
50032384;15.53;15.53;15.53;13.2;
50032388;41.91;41.91;41.91;35.62;
50032394;10.69;10.69;10.69;9.09;
50032396;5.1;5.1;5.1;4.34;
50032407;21.31;21.31;21.31;21.31;
50032409;49.93;49.93;49.93;42.44;
50032432;2;2;2;1.7;
50032445;6.44;6.44;6.44;5.47;
50029631;4.92;4.92;4.92;4.18;
50029632;9.68;9.68;9.68;8.23;
50020570;17.33;17.33;17.33;14.73;
50020624;17.92;17.92;17.92;15.23;
50020625;17.92;17.92;17.92;15.23;
50020629;21.05;21.05;21.05;17.89;
50020648;38.63;38.63;38.63;32.84;
50020690;2.44;2.44;2.44;2.07;
50020771;10.29;10.83;10.83;9.21;
50031095;16.59;16.59;16.59;14.1;
50031097;89.25;89.25;89.25;75.86;
50031104;13.83;14.55;14.55;12.37;
50031105;6.07;6.39;6.39;5.43;
50031108;19.01;20;20;17;
50031109;21.11;21.11;21.11;17.94;
50031110;23.89;23.89;23.89;20.31;
50031101;3.59;3.78;3.78;3.21;
50031133;30.87;30.87;30.87;26.24;
50031134;40.8;40.8;40.8;34.68;
50031135;52.21;52.21;52.21;44.38;
50031136;80.32;80.32;80.32;68.27;
50031139;13.86;13.86;13.86;11.78;
50031146;6.46;6.46;6.46;5.49;
50031167;15.23;15.23;15.23;12.95;
50031169;16.64;16.64;16.64;14.14;
50031171;15.86;15.86;15.86;13.48;
50031172;38.82;38.82;38.82;33;
50031174;11.63;11.63;11.63;9.89;
50031175;67.17;67.17;67.17;57.09;
50031176;64.18;64.18;64.18;54.55;
50031177;33.61;33.61;33.61;28.57;
50031193;4.28;4.5;4.5;3.83;
50031200;23.55;23.55;23.55;20.02;
50031208;19.42;19.42;19.42;16.51;
50031211;2.11;2.11;2.11;1.79;
50031216;4.47;4.47;4.47;3.8;
50031218;4.47;4.47;4.47;3.8;
50031220;4.47;4.47;4.47;3.8;
50031233;4.08;4.08;4.08;3.47;
50031234;4.47;4.47;4.47;3.8;
50031242;22.3;22.3;22.3;18.96;
50031244;43.85;43.85;43.85;37.27;
50031245;7.37;7.37;7.37;6.26;
50031248;12.19;12.19;12.19;10.36;
50031251;4.75;4.75;4.75;4.04;
50031252;14.94;14.94;14.94;12.7;
50031253;6.32;6.32;6.32;5.37;
50031254;13.82;13.82;13.82;11.75;
50031255;10.38;10.38;10.38;8.82;
50031256;13.54;13.54;13.54;11.51;
50031259;18.55;18.55;18.55;15.77;
50031260;18.8;18.8;18.8;15.98;
50031261;24.77;24.77;24.77;21.05;
50031262;24.43;24.43;24.43;20.77;
50031264;35.42;35.42;35.42;30.11;
50034532;2.54;2.42;2.54;2.16;
50034534;2.69;2.33;2.69;2.29;
50034536;2.31;2.19;2.31;1.96;
50034537;2.85;2.85;2.85;2.42;
50034548;42.84;42.84;42.84;36.41;
50034570;2.08;2.08;2.08;1.77;
50034571;2.53;2.53;2.53;2.15;
50034572;2.29;2.29;2.29;1.95;
50034573;2.53;2.53;2.53;2.15;
50034574;3.57;3.57;3.57;3.03;
50034575;3.57;3.57;3.57;3.03;
50034576;4.71;4.71;4.71;4;
50034577;4.59;4.59;4.59;3.9;
50034578;4.71;4.71;4.71;4;
50034579;4.71;4.71;4.71;4;
50034580;3.73;3.73;3.73;3.17;
50034581;4.07;4.07;4.07;3.46;
50034582;3.89;3.89;3.89;3.31;
50034583;3.89;3.89;3.89;3.31;
50034584;3.73;3.73;3.73;3.17;
50034586;1.62;1.62;1.62;1.38;
50034587;2.77;2.77;2.77;2.35;
50034588;2.77;2.77;2.77;2.35;
50034592;3.73;3.73;3.73;3.17;
50034595;10.41;10.41;10.41;8.85;
50033236;9.91;9.91;9.91;8.42;
50033237;3.81;3.81;3.81;3.24;
50035216;17.14;17.14;17.14;14.57;
50035217;14.03;14.03;14.03;11.93;
50035219;16.16;16.16;16.16;13.74;
50035220;5.38;5.38;5.38;4.57;
50035221;32.41;32.41;32.41;27.55;
50035222;27.47;27.47;27.47;23.35;
50035223;23.4;23.4;23.4;19.89;
50035228;14.04;14.04;14.04;11.93;
50035230;1.13;1.13;1.13;0.96;
50035231;1.2;1.14;1.2;1.02;
50035236;20.69;20.69;20.69;17.59;
50036093;2.99;2.99;2.99;2.54;
50036099;5.19;5.19;5.19;4.41;
50036103;14.76;14.76;14.76;12.55;
50036104;25.62;25.62;25.62;21.78;
50036105;14.76;14.76;14.76;12.55;
50036106;14.06;14.06;14.06;11.95;
50036107;9.12;9.12;9.12;7.75;
50033496;38.04;38.04;38.04;32.33;
50033498;214.26;214.26;214.26;182.12;
50033506;14.27;14.27;14.27;12.13;
50033507;83.88;83.88;83.88;71.3;
50033508;51.24;51.24;51.24;43.55;
50033509;31.28;31.28;31.28;26.59;
50033512;12.72;12.72;12.72;10.81;
50017140;15.24;15.24;15.24;12.95;
50024062;187.57;187.57;187.57;159.43;
50024063;187.59;187.59;187.59;159.45;
50024064;362.38;362.38;362.38;308.02;
50024065;374.91;374.91;374.91;318.67;
50024066;258.19;258.19;258.19;219.46;
50024076;13.32;13.32;13.32;11.32;
50024080;83.03;83.03;83.03;70.58;
50024081;112.35;112.35;112.35;95.5;
50024088;166.51;166.51;166.51;141.53;
50024090;124.49;124.49;124.49;105.82;
50024093;25.94;25.94;25.94;22.05;
50024094;10.73;10.73;10.73;9.12;
50024103;21.32;21.32;21.32;18.12;
50024104;17.4;17.4;17.4;14.79;
50024105;18.98;18.98;18.98;16.13;
50024109;65.19;65.19;65.19;55.41;
50024110;13.3;13.3;13.3;11.31;
50024114;346.33;346.33;346.33;294.38;
50024124;33.03;33.03;33.03;28.08;
50024125;21.06;21.06;21.06;17.9;
50024148;69.43;69.43;69.43;59.02;
50024162;32.14;32.14;32.14;27.32;
50024141;60.94;60.94;60.94;51.8;
50024172;44.97;44.97;44.97;38.22;
50024208;7.57;7.57;7.57;6.43;
50024205;14.52;14.52;14.52;12.34;
50024221;2.07;2.07;2.07;1.76;
50024230;12.42;12.42;12.42;10.56;
50024262;4.42;4.42;4.42;3.76;
50024263;8.51;8.51;8.51;7.23;
50024264;12.09;12.09;12.09;10.28;
50024265;17.72;17.72;17.72;15.06;
50024286;3.53;3.53;3.53;3;
50024289;2.22;2.22;2.22;1.89;
50033577;2.44;2.44;2.44;2.07;
50033595;26.14;26.14;26.14;22.22;
50033596;7.91;7.91;7.91;6.72;
50033597;8.43;8.43;8.43;7.17;
50033598;8.9;8.9;8.9;7.57;
50033599;50.92;50.92;50.92;43.28;
50033615;105.54;105.54;105.54;89.71;
50033617;52.07;52.07;52.07;44.26;
50033618;53.58;53.58;53.58;45.54;
50025426;29.84;29.84;29.84;25.36;
50025428;24.49;24.49;24.49;20.82;
50025431;8.61;8.61;8.61;7.32;
50025432;12.89;12.89;12.89;10.96;
50025433;13.39;13.39;13.39;11.38;
50025435;15.88;15.88;15.88;13.5;
50025438;29.91;29.91;29.91;25.42;
50025441;20.56;20.56;20.56;17.48;
50025447;85.03;85.03;85.03;72.28;
50025449;15.45;15.45;15.45;15.45;
50025495;10.66;10.66;10.66;9.06;
50025496;9.27;9.27;9.27;7.88;
50025497;2.88;2.88;2.88;2.45;
50025498;6.32;6.32;6.32;5.37;
50025500;6.19;6.19;6.19;5.26;
50025502;6.29;6.29;6.29;5.35;
50025503;5.82;5.82;5.82;4.95;
50033741;3.89;3.89;3.89;3.31;
50033743;3.87;3.87;3.87;3.29;
50033744;12.65;12.65;12.65;10.75;
50033745;15.21;15.21;15.21;12.93;
50033746;30.02;30.02;30.02;25.52;
50033747;43.14;43.14;43.14;36.67;
50033755;169.89;169.89;169.89;144.41;
50033756;27.78;27.78;27.78;23.61;
50033772;8.51;8.51;8.51;7.23;
50033787;4.85;4.85;4.85;4.12;
50033790;5.11;5.11;5.11;4.34;
50033791;4.05;4.05;4.05;3.44;
50033792;7.33;7.33;7.33;6.23;
50033794;7.83;7.83;7.83;6.66;
50033795;7.85;7.85;7.85;6.67;
50033797;11.33;11.33;11.33;9.63;
50033798;8.81;8.81;8.81;7.49;
50033800;1.27;1.27;1.27;1.08;
50033804;6.71;6.71;6.71;5.7;
50033806;15.34;16.14;16.14;13.72;
50033809;46.12;46.12;46.12;39.2;
50033811;3.03;3.03;3.03;2.58;
50033819;13.67;14.39;14.39;12.23;
50033844;8.65;8.65;8.65;8.65;
50033845;8.56;8.56;8.56;7.28;
50033846;10.41;10.41;10.41;8.85;
50033847;9.39;9.39;9.39;7.98;
50033852;10.04;10.04;10.04;8.53;
50033853;9.58;9.58;9.58;8.14;
50033854;6.27;6.27;6.27;5.33;
50033865;10.77;10.77;10.77;9.15;
50033866;8.86;8.86;8.86;7.53;
50033867;11.06;11.06;11.06;9.4;
50033868;6.15;6.15;6.15;5.23;
50033869;7.42;7.42;7.42;6.31;
50033870;4.85;4.85;4.85;4.12;
50033871;16.98;16.98;16.98;14.43;
50033873;20.95;20.95;20.95;17.81;
50033874;14.06;14.06;14.06;11.95;
50033875;12.16;12.16;12.16;10.34;
50033876;9.12;9.12;9.12;7.75;
50033877;25.13;25.13;25.13;21.36;
50033878;26.32;26.32;26.32;22.37;
50033879;9.41;9.41;9.41;8;
50033927;2.02;2.02;2.02;1.72;
50036406;139.13;139.13;139.13;139.13;
50036408;2.11;2.11;2.11;1.79;
50036409;279.62;279.62;279.62;237.68;
50036415;6.42;6.42;6.42;5.46;
50036496;1.21;1.21;1.21;1.03;
50036497;1.33;1.33;1.33;1.13;
50036498;6.41;6.41;6.41;5.45;
50036499;1.51;1.51;1.51;1.28;
50036500;13.67;13.67;13.67;11.62;
50036501;5.97;5.97;5.97;5.07;
50036519;29.66;29.66;29.66;25.21;
50036529;2.81;2.94;2.94;2.5;
50036530;2.81;2.94;2.94;2.5;
50036531;4.3;4.3;4.3;3.66;
50036532;4;4.2;4.2;3.57;
50036536;7.02;7.02;7.02;5.97;
50036537;7.01;7.01;7.01;5.96;
50036538;2.5;2.5;2.5;2.13;
50036539;2.5;2.5;2.5;2.13;
50036540;1.35;1.35;1.35;1.15;
50036541;1.35;1.35;1.35;1.15;
50036542;2.25;2.25;2.25;1.91;
50036543;3.83;3.83;3.83;3.26;
50036544;1.53;1.6;1.6;1.36;
50036545;1.53;1.6;1.6;1.36;
50036546;1.19;1.25;1.25;1.06;
50036547;1.25;1.25;1.25;1.06;
50036548;1.68;1.76;1.76;1.5;
50036549;0.7;0.73;0.73;0.62;
50036550;0.7;0.73;0.73;0.62;
50036551;0.55;0.57;0.57;0.48;
50036552;0.55;0.57;0.57;0.48;
50016676;2.75;2.75;2.75;2.34;
50032505;20.64;20.64;20.64;17.54;
50032509;14.21;14.21;14.21;12.08;
50032510;27.75;27.75;27.75;23.59;
50032512;10.77;10.77;10.77;9.15;
50032513;4.22;4.22;4.22;3.59;
50032514;5.51;5.51;5.51;4.68;
50032515;8.66;8.66;8.66;7.36;
50032516;15.33;15.33;15.33;13.03;
50032517;17.18;17.18;17.18;14.6;
50032518;13.03;13.03;13.03;11.08;
50032519;50.02;50.02;50.02;42.52;
50032520;30.02;30.02;30.02;25.52;
50032521;1.99;1.99;1.99;1.69;
50032522;3.03;3.03;3.03;2.58;
50032523;4.25;4.25;4.25;3.61;
50032524;4.25;4.25;4.25;3.61;
50032526;23.14;23.14;23.14;19.67;
50032527;5.65;5.65;5.65;4.8;
50032528;5.42;5.42;5.42;4.61;
50032529;16.95;16.95;16.95;14.41;
50032530;9.05;9.05;9.05;7.69;
50032531;9.75;9.75;9.75;8.29;
50032532;11.33;11.33;11.33;9.63;
50032533;23.4;23.4;23.4;19.89;
50032534;25.99;25.99;25.99;22.09;
50032535;2.82;2.82;2.82;2.4;
50032536;4.02;4.02;4.02;3.42;
50032537;8.5;8.5;8.5;7.23;
50032538;9.05;9.05;9.05;7.69;
50032539;3.86;3.86;3.86;3.28;
50032540;4.63;4.63;4.63;3.94;
50032541;6.12;6.12;6.12;5.2;
50032542;12.84;12.84;12.84;10.91;
50032543;7.49;7.49;7.49;6.37;
50032544;18.87;18.87;18.87;16.04;
50032545;12.65;12.65;12.65;10.75;
50032546;15.82;15.82;15.82;13.45;
50032565;5.9;5.9;5.9;5.02;
50032566;5.9;5.9;5.9;5.02;
50032574;16.21;16.21;16.21;13.78;
50032576;32.41;32.41;32.41;27.55;
50032577;30.87;30.87;30.87;26.24;
50032578;28.81;28.81;28.81;24.49;
50032579;27.75;27.75;27.75;23.59;
50032580;28.81;28.81;28.81;24.49;
50032582;29.91;29.91;29.91;25.42;
50032583;25.19;25.19;25.19;21.41;
50032584;25.19;25.19;25.19;21.41;
50032593;9.92;9.92;9.92;8.43;
50032599;20.62;20.62;20.62;17.53;
50032600;20.62;20.62;20.62;17.53;
50032601;16.68;16.68;16.68;14.18;
50032602;16.68;16.68;16.68;14.18;
50032615;18.88;18.88;18.88;16.05;
50032616;21.78;21.78;21.78;18.51;
50032617;21.43;21.43;21.43;18.22;
50032618;21.43;21.43;21.43;18.22;
50032619;6.15;6.15;6.15;5.23;
50032620;6.15;6.15;6.15;5.23;
50032621;6.15;6.15;6.15;5.23;
50032625;6.4;6.74;6.74;5.73;
50032626;6.74;6.74;6.74;5.73;
50032627;6.82;6.82;6.82;5.8;
50032644;44.74;44.74;44.74;38.03;
50032655;6.11;6.11;6.11;5.19;
50032687;3.24;3.24;3.41;2.9;
50032692;71.6;71.6;71.6;60.86;
50032730;5.59;5.59;5.59;4.75;
50032732;6.13;6.13;6.13;5.21;
50029399;43.17;43.17;43.17;36.69;
50029407;72.8;72.8;72.8;61.88;
50029410;52.24;52.24;52.24;44.4;
50032020;4.86;4.86;4.86;4.13;
50032112;3.46;3.46;3.46;2.94;
50032155;125.31;125.31;125.31;106.51;
50032156;23.44;23.44;23.44;19.92;
50032160;51.43;51.43;51.43;43.72;
50026802;29.17;29.17;29.17;24.79;
50026804;29.37;29.37;29.37;24.96;
50026809;16.95;16.95;16.95;14.41;
50026810;20.12;20.12;20.12;17.1;
50026866;19.77;19.77;19.77;16.8;
50026867;96.54;96.54;96.54;82.06;
50026897;669.95;669.95;669.95;569.46;
50026898;669.95;669.95;669.95;569.46;
50027025;1.82;1.82;1.82;1.55;
50027026;2.88;2.88;2.88;2.45;
50027030;22.98;22.98;22.98;19.53;
50027031;17.85;17.85;17.85;15.17;
50027035;29.79;29.79;29.79;25.32;
50027038;25.57;25.57;25.57;21.73;
50027039;28.76;28.76;28.76;24.45;
50027040;28.76;28.76;28.76;24.45;
50027046;19.41;19.41;19.41;13.48;
50027048;31.34;31.34;31.34;26.64;
50027049;17.09;17.09;17.09;14.53;
50027050;19.24;19.24;19.24;16.35;
50027052;24.01;24.01;24.01;20.41;
50027054;6.4;6.4;6.4;5.44;
50027058;58.43;58.43;58.43;49.67;
50027062;12.23;12.23;12.23;12.23;
50027063;8.89;8.89;8.89;7.56;
50027069;34.5;34.5;34.5;29.33;
50027070;30.3;30.3;30.3;25.76;
50027075;7.86;7.86;7.86;6.68;
50027076;4.87;4.87;4.87;4.14;
50027077;2.87;2.87;2.87;2.44;
50027078;4.89;4.89;4.89;4.16;
50027079;10.27;10.27;10.27;8.73;
50027081;7.78;7.78;7.78;6.61;
50027082;7.52;7.52;7.52;6.39;
50027083;4.51;4.51;4.51;3.83;
50027084;7.21;7.21;7.21;6.13;
50027086;7.57;7.57;7.57;6.43;
50027088;3.63;3.63;3.63;3.09;
50027089;7.09;7.09;7.09;6.03;
50027093;3.78;3.78;3.78;3.21;
50027094;2.24;2.24;2.24;1.9;
50027095;3.55;3.55;3.55;3.02;
50027097;6.05;6.05;6.05;5.14;
50027099;3.11;3.11;3.11;2.64;
50027100;3.03;3.03;3.03;2.58;
50027101;4.65;4.65;4.65;3.95;
50027103;10.34;10.34;10.34;8.79;
50027107;3.06;3.06;3.06;2.6;
50027109;28.09;28.09;28.09;23.88;
50027110;10.79;10.79;10.79;9.17;
50027111;14.35;14.35;14.35;12.2;
50027112;8.05;8.05;8.05;6.84;
50027113;6.52;6.52;6.52;5.54;
50027117;27.72;27.72;27.72;23.56;
50027118;14.48;14.48;14.48;12.31;
50027119;10.87;10.87;10.87;9.24;
50027121;7.57;7.57;7.57;6.43;
50027122;6.53;6.53;6.53;5.55;
