;50005305;50007476;50005964;50008374;
50033269;21.25;21.25;21.25;18.06;
50033270;28.31;28.31;28.31;24.06;
50033272;20.06;20.06;20.06;17.05;
50033273;24.69;24.69;24.69;20.99;
50033274;25.03;25.03;25.03;21.28;
50033275;37.98;37.98;37.98;32.28;
50033276;43.02;43.02;43.02;36.57;
50033278;12.21;12.21;12.21;10.38;
50033281;21.51;21.51;21.51;18.28;
50033282;33.22;33.22;33.22;28.24;
50033284;18.68;18.68;18.68;15.88;
50033286;9.52;9.52;9.52;8.09;
50033287;12.42;12.42;12.42;10.56;
50033288;22.48;22.48;22.48;19.11;
50033289;26.39;26.39;26.39;22.43;
50033292;13.83;13.83;13.83;11.76;
50033294;7.45;7.45;7.45;6.33;
50033296;28.84;28.84;28.84;24.51;
50033298;13.12;13.12;13.12;11.15;
50033300;8.38;8.38;8.38;7.12;
50033301;10.99;10.99;10.99;9.34;
50033302;14.35;14.35;14.35;12.2;
50033304;12.33;12.33;12.33;10.48;
50033305;7.45;7.45;7.45;6.33;
50033306;5.88;5.88;5.88;5;
50033307;11.66;11.66;11.66;9.91;
50033309;37.77;37.77;37.77;32.1;
50033310;28.3;28.3;28.3;24.06;
50033313;46.51;46.51;46.51;39.53;
50033314;63.69;63.69;63.69;54.14;
50033315;8.51;8.51;8.51;7.23;
50033316;13.31;13.31;13.31;11.31;
50033317;15.17;15.17;15.17;12.89;
50033320;8.29;8.29;8.29;7.05;
50033321;16.19;16.19;16.19;13.76;
50033323;12.44;12.44;12.44;10.57;
50033324;12.44;12.44;12.44;10.57;
50033325;7.77;7.77;7.77;6.6;
50033326;14.41;14.41;14.41;12.25;
50033327;76.89;76.89;76.89;65.36;
50033371;43.4;43.4;43.4;36.89;
50033373;62.71;62.71;62.71;53.3;
50033377;108.87;108.87;108.87;92.54;
50025505;6.31;6.31;6.31;5.36;
50026568;5.06;5.32;5.32;4.52;
50026569;5.34;5.62;5.62;4.78;
50026570;6.04;6.36;6.36;5.41;
50036048;1.25;1.25;1.25;1.06;
50036055;6.31;6.31;6.31;5.36;
50031621;1.13;1.13;1.13;0.96;
50031622;2.26;2.26;2.26;1.92;
50031623;1.43;1.43;1.43;1.22;
50031651;2.29;2.29;2.29;1.95;
50031652;2.85;2.85;2.85;2.42;
50031663;6.3;6.3;6.3;5.36;
50031748;23.68;23.68;23.68;20.13;
50031774;23.58;23.58;23.58;20.04;
50031775;11.13;11.13;11.13;9.46;
50031776;17.46;17.46;17.46;14.84;
50031785;5.54;5.54;5.54;4.71;
50031786;4.86;4.86;4.86;4.13;
50031787;4.86;4.86;4.86;4.13;
50031801;736.51;736.51;736.51;626.03;
50031802;18.58;18.58;18.58;15.79;
50031806;18.1;18.1;18.1;15.39;
50031809;6.58;6.58;6.58;5.59;
50031811;1.76;1.76;1.76;1.5;
50031822;6.01;6.01;6.01;5.11;
50031858;3.75;3.75;3.75;3.19;
50031863;7.76;7.76;7.76;6.6;
50031879;4.06;4.06;4.06;3.45;
50031907;4.47;4.47;4.47;3.8;
50031908;4.48;4.48;4.48;3.81;
50031941;13.85;13.85;13.85;11.77;
50031942;19.12;19.12;19.12;16.25;
50031958;41.4;41.4;41.4;35.19;
50031959;47.5;47.5;47.5;40.38;
50031960;52.51;52.51;52.51;44.63;
50031961;53.99;53.99;53.99;45.89;
50031968;2.9;2.9;2.9;2.47;
50031969;3.77;3.77;3.77;3.77;
50031970;6.99;6.99;6.99;5.94;
50031971;5.34;5.34;5.34;4.54;
50031972;2.25;2.25;2.25;1.91;
50031973;7.69;7.69;7.69;6.54;
50031974;4.37;4.37;4.37;3.71;
50031975;17.27;17.27;17.27;14.68;
50031977;9.92;9.92;9.92;8.43;
50031978;7.53;7.53;7.53;6.4;
50031979;6.8;6.8;6.8;5.78;
50031980;14.13;14.13;14.13;12.01;
50031995;5.12;5.12;5.12;4.35;
50018053;1.05;1.05;1.05;0.89;
50018058;1.65;1.64;1.73;1.47;
50018318;5.57;5.57;5.57;4.73;
50018325;15.35;15.35;15.35;13.05;
50018326;5.7;5.7;5.7;4.85;
50018327;12.38;12.38;12.38;10.52;
50018445;0.67;0.58;0.67;0.57;
50022495;3.84;4.03;4.03;3.43;
50022496;64.58;64.58;64.58;54.89;
50022497;60.99;60.99;60.99;51.84;
50022498;65.54;65.54;65.54;65.54;
50022501;33.01;33.01;33.01;28.06;
50022502;22.01;22.01;22.01;18.71;
50022504;5.66;5.66;5.66;4.81;
50022505;12.61;12.61;12.61;10.72;
50022506;12.61;12.61;12.61;10.72;
50022508;1.79;1.79;1.79;1.52;
50022509;2.46;2.46;2.46;2.09;
50022510;2.85;2.85;2.85;2.42;
50022511;1.74;1.74;1.74;1.48;
50022512;2.24;2.24;2.24;1.9;
50022513;2.95;2.95;2.95;2.51;
50022514;1.74;1.74;1.74;1.48;
50022515;2.29;2.29;2.29;1.95;
50022516;3.07;3.07;3.07;2.61;
50022518;35.6;35.6;35.6;30.26;
50022519;18.12;18.12;18.12;15.4;
50022520;14;14;14;11.9;
50022522;7.18;7.18;7.18;6.1;
50022523;9.68;9.68;9.68;8.23;
50022524;14.36;14.36;14.36;12.21;
50022525;24.48;24.48;24.48;20.81;
50022529;4.86;4.86;4.86;4.13;
50022532;5.14;5.14;5.14;4.37;
50022533;11.33;11.33;11.33;9.63;
50022534;12.66;12.66;12.66;10.76;
50022535;1.6;1.6;1.6;1.36;
50022539;109.34;109.34;109.34;92.94;
50022540;12.81;12.81;12.81;10.89;
50022541;3.11;3.11;3.11;2.64;
50022543;12.09;12.09;12.09;10.28;
50022544;9.38;9.38;9.38;7.97;
50022546;12.33;12.33;12.33;10.48;
50022549;15.93;15.93;15.93;13.54;
50022550;8.02;8.02;8.02;6.82;
50022551;44.29;44.29;44.29;37.65;
50022555;4.02;4.02;4.02;4.02;
50022558;3.69;3.69;3.69;3.14;
50022560;7.57;7.57;7.57;6.43;
50022561;49.72;49.72;49.72;42.26;
50022563;23.82;23.82;23.82;20.25;
50022564;9.74;9.74;9.74;8.28;
50022565;91.29;91.29;91.29;77.6;
50022567;2.52;2.52;2.52;2.14;
50022569;17.51;17.51;17.51;14.88;
50022571;5.18;5.18;5.18;4.4;
50022572;107.27;107.27;107.27;91.18;
50022573;120.17;120.17;120.17;102.14;
50022574;8.9;8.9;8.9;7.57;
50022576;11.65;11.65;11.65;9.9;
50022588;13.27;13.27;13.27;11.28;
50022590;10.93;10.93;10.93;9.29;
50022591;15.07;15.07;15.07;12.81;
50022592;16.68;16.68;16.68;14.18;
50022593;16.93;16.93;16.93;14.39;
50022594;18.33;18.33;18.33;15.58;
50022595;17.73;17.73;17.73;15.07;
50022597;29.71;29.71;29.71;25.25;
50022598;16.1;16.1;16.1;13.69;
50022599;18.43;18.43;18.43;15.67;
50022600;9.08;9.08;9.08;7.72;
50022601;15.8;15.8;15.8;13.43;
50022602;19.01;19.01;19.01;16.16;
50022603;13.81;13.81;13.81;11.74;
50022714;33.84;33.84;33.84;28.76;
50022731;11.09;11.09;11.09;9.43;
50022733;11.32;11.32;11.32;9.62;
50022734;5.8;5.8;5.8;4.93;
50022735;7.77;7.77;7.77;6.6;
50022736;3.29;3.29;3.29;2.8;
50022737;8.35;8.35;8.35;7.1;
50022738;5.92;5.92;5.92;5.03;
50022740;5;5;5;4.25;
50022743;5.92;5.92;5.92;5.03;
50022745;2.96;2.96;2.96;2.52;
50022747;3.35;3.35;3.35;2.85;
50022749;4.08;4.08;4.08;3.47;
50022751;2.96;2.96;2.96;2.52;
50022752;2.99;2.99;2.99;2.54;
50022753;3.59;3.59;3.59;3.05;
50022754;4.39;4.39;4.39;3.73;
50022757;1.98;1.98;1.98;1.68;
50022760;2.87;2.87;2.87;2.44;
50022762;3.78;3.78;3.78;3.21;
50022765;2.77;2.77;2.77;2.35;
50022767;4.32;4.32;4.32;3.67;
50022768;4.84;4.84;4.84;4.11;
50022769;4.37;4.37;4.37;3.71;
50022773;5.16;5.16;5.16;4.39;
50022777;5.6;5.6;5.6;4.76;
50022778;3.23;3.23;3.23;2.75;
50022779;3.72;3.72;3.72;3.16;
50022780;10.75;10.75;10.75;9.14;
50022758;7.31;7.31;7.31;6.21;
50022759;7.44;7.44;7.44;6.32;
50022761;6.33;6.33;6.33;5.38;
50022771;2.05;2.05;2.05;1.74;
50022783;1.84;1.84;1.84;1.56;
50022786;4.14;4.14;4.14;3.52;
50022787;2.48;2.48;2.48;2.11;
50022788;3.15;3.15;3.15;2.68;
50022789;1.53;1.53;1.53;1.3;
50022790;5.65;5.65;5.65;4.8;
50022791;3.49;3.49;3.49;2.97;
50022792;3.49;3.49;3.49;2.97;
50022797;3.5;3.5;3.5;2.98;
50022799;3.53;3.53;3.53;3;
50022801;1.55;1.55;1.55;1.32;
50022802;6.72;6.72;6.72;5.71;
50022804;2.93;2.93;2.93;2.49;
50022805;2.93;2.93;2.93;2.49;
50022807;1.83;1.83;1.83;1.56;
50022808;5.36;5.36;5.36;4.56;
50022798;6.35;6.35;6.35;5.4;
50022810;49.71;49.71;49.71;42.25;
50022815;29.79;29.79;29.79;25.32;
50022817;24.75;24.75;24.75;21.04;
50022821;24.48;24.48;24.48;20.81;
50022870;6.26;6.26;6.26;5.32;
50022880;0.65;0.65;0.65;0.55;
50022900;8.84;8.84;8.84;7.51;
50022911;25.4;25.4;25.4;21.59;
50022914;13.84;13.84;13.84;11.76;
50022925;3.37;3.37;3.37;2.86;
50023006;13.12;13.12;13.12;13.12;
50023011;6.35;6.35;6.35;5.4;
50023012;7.21;7.21;7.21;6.13;
50023099;5.18;5.18;5.18;4.4;
50023100;5.71;5.71;5.71;4.85;
50023108;5.56;5.56;5.56;4.73;
50023110;5.25;5.25;5.25;4.46;
50023111;6.24;6.24;6.24;5.3;
50023115;8.77;8.77;8.77;7.45;
50023116;15.21;15.21;15.21;12.93;
50023117;289.14;289.14;289.14;245.77;
50023119;7.38;7.38;7.38;6.27;
50023120;7.92;7.92;7.92;6.73;
50023162;201.18;201.18;201.18;171;
50023163;67.64;67.64;67.64;57.49;
50023164;31.14;31.14;31.14;26.47;
50023165;201.18;201.18;201.18;171;
50023166;20.49;20.49;20.49;17.42;
50023168;25.93;25.93;25.93;22.04;
50023169;35.46;35.46;35.46;30.14;
50023171;35.46;35.46;35.46;30.14;
50023173;42.4;42.4;42.4;36.04;
50023124;14.42;14.42;14.42;12.26;
50023125;23.7;23.7;23.7;20.15;
50023126;7.81;7.81;7.81;6.64;
50023127;23.86;23.86;23.86;20.28;
50023128;14.27;14.27;14.27;12.13;
50023129;9.05;9.05;9.05;7.69;
50023130;21.99;21.99;21.99;18.69;
50023131;14.27;14.27;14.27;12.13;
50023132;10.91;10.91;10.91;9.27;
50023134;8.75;8.75;8.75;7.44;
50023135;5.49;5.49;5.49;4.67;
50023136;5.5;5.5;5.5;4.68;
50023137;22.48;22.48;22.48;19.11;
50023138;13.66;13.66;13.66;11.61;
50023139;11.81;11.81;11.81;10.04;
50023140;11.81;11.81;11.81;10.04;
50023141;38.96;38.96;38.96;33.12;
50023142;16.13;16.13;16.13;13.71;
50023144;12.63;12.63;12.63;10.74;
50023145;19.79;19.79;19.79;16.82;
50023146;12.81;12.81;12.81;10.89;
50023147;21.63;21.63;21.63;18.39;
50023149;64.41;64.41;64.41;54.75;
50023150;66.26;66.26;66.26;56.32;
50023151;29.43;29.43;29.43;25.02;
50023152;18.68;18.68;18.68;15.88;
50023154;76.19;76.19;76.19;64.76;
50023155;45.74;45.74;45.74;38.88;
50023156;43.86;43.86;43.86;37.28;
50023158;9.27;9.27;9.27;7.88;
50023159;10.57;10.57;10.57;8.98;
50023160;12.81;12.81;12.81;10.89;
50023161;8.06;8.06;8.06;6.85;
50023167;60.78;60.78;60.78;51.66;
50023207;7.38;7.38;7.38;6.27;
50023208;13.54;13.54;13.54;11.51;
50023209;21.99;21.99;21.99;18.69;
50023212;50.87;50.87;50.87;43.24;
50023213;61.22;61.22;61.22;52.04;
50023217;20.6;20.6;20.6;17.51;
50023218;16.54;16.54;16.54;16.54;
50023226;59.77;59.77;59.77;50.8;
50023227;17;17;17;14.45;
50023228;20.18;20.18;20.18;17.15;
50023232;14.87;14.87;14.87;14.87;
50023234;30.3;30.3;30.3;25.76;
50023236;29.43;29.43;29.43;25.02;
50023238;34.46;34.46;34.46;29.29;
50023239;29.59;29.59;29.59;25.15;
50023240;30.3;30.3;30.3;25.76;
50023242;44.56;44.56;44.56;37.88;
50023243;6.02;6.02;6.02;5.12;
50023244;6.9;6.9;6.9;5.87;
50023245;9.94;9.94;9.94;8.45;
50023246;6.45;6.45;6.45;5.48;
50023247;10.17;10.17;10.17;8.64;
50023248;11.14;11.14;11.14;9.47;
50023267;731.74;731.74;731.74;621.98;
50023270;75.31;75.31;75.31;75.31;
50023283;25.81;25.81;25.81;21.94;
50023286;32.09;32.09;32.09;27.28;
50023310;1.06;1.06;1.06;0.9;
50023317;25;23.41;26.31;22.36;
50023335;5.8;5.8;5.8;4.93;
50023336;6.39;6.39;6.39;5.43;
50023338;4.49;4.49;4.49;3.82;
50023340;4.85;4.85;4.85;4.12;
50023341;3.1;3.1;3.1;2.64;
50023342;6.31;6.31;6.31;5.36;
50023344;5.1;5.1;5.1;4.34;
50023345;6.04;6.04;6.04;5.13;
50023346;5.4;5.4;5.4;4.59;
50023348;6.62;6.62;6.62;5.63;
50023349;7.01;7.01;7.01;5.96;
50023350;4.15;4.15;4.15;3.53;
50023351;2.93;2.93;2.93;2.49;
50023352;4.61;4.61;4.61;3.92;
50023353;2.84;2.84;2.84;2.41;
50023355;3.1;3.1;3.1;2.64;
50023356;3.05;3.05;3.05;2.59;
50023357;4.78;4.78;4.78;4.06;
50023358;4.77;4.77;4.77;4.05;
50023359;4.78;4.78;4.78;4.06;
50023360;2.02;2.02;2.02;1.72;
50023361;4.33;4.33;4.33;3.68;
50023362;3.24;3.24;3.24;2.75;
50023363;5.15;5.15;5.15;4.38;
50023364;3.38;3.38;3.38;2.87;
50023368;42.18;42.18;42.18;35.85;
50023370;33.48;33.48;33.48;28.46;
50023374;27.36;27.36;27.36;23.26;
50023375;30.6;30.6;30.6;26.01;
50023376;24.16;24.16;24.16;20.54;
50023377;32.4;32.4;32.4;27.54;
50023381;28.04;28.04;28.04;23.83;
50023388;28.62;28.62;28.62;24.33;
50023389;28.68;28.68;28.68;24.38;
50023410;6.25;6.25;6.25;5.31;
50023442;9.01;9.01;9.01;7.66;
50023445;12.19;12.19;12.19;10.36;
50023461;3.23;3.23;3.23;2.75;
50023463;6.41;6.41;6.41;6.41;
50023465;38.52;38.52;38.52;32.74;
50023467;25.26;25.26;25.26;21.47;
50023506;6.32;6.32;6.32;5.37;
50023515;6.45;6.45;6.45;5.48;
50023526;11.29;11.29;11.29;9.6;
50023528;50.85;50.85;50.85;43.22;
50023531;32.32;32.32;32.32;27.47;
50023532;30.2;30.2;30.2;25.67;
50023533;20.28;20.28;20.28;17.24;
50023534;15.45;15.45;15.45;13.13;
50023535;15.01;15.01;15.01;12.76;
50023536;11.67;11.67;11.67;9.92;
50023538;26.15;26.15;26.15;22.23;
50023540;13.11;13.11;13.11;11.14;
50023543;25.4;25.4;25.4;21.59;
50023546;16.37;16.37;16.37;13.91;
50023548;11.11;11.11;11.11;9.44;
50023550;47.97;47.97;47.97;40.77;
50023552;19.75;19.75;19.75;16.79;
50023553;19.66;19.66;19.66;16.71;
50023567;1.89;1.89;1.89;1.61;
50023569;14.98;14.98;14.98;12.73;
50023581;2.15;2.15;2.15;1.83;
50023592;23.62;23.62;23.62;20.08;
50023604;25.4;25.4;25.4;21.59;
50023607;24;24;24;20.4;
50023608;4.72;4.72;4.72;4.01;
50023609;3.65;3.65;3.65;3.1;
50023611;3.09;3.09;3.09;2.63;
50023612;4.31;4.31;4.31;3.66;
50023613;5.46;5.46;5.46;4.64;
50023614;26.54;26.54;26.54;22.56;
50023615;2.71;2.71;2.71;2.3;
50023616;3.67;3.67;3.67;3.12;
50023617;7.5;7.5;7.5;6.38;
50023626;2.3;2.3;2.3;1.96;
50023627;1.69;1.69;1.69;1.44;
50023630;1.61;1.61;1.61;1.37;
50023631;2.08;2.08;2.08;1.77;
50023632;0.84;0.84;0.84;0.71;
50023633;1.88;1.88;1.88;1.6;
50023634;0.95;0.95;0.95;0.81;
50023636;3.51;3.51;3.51;2.98;
50023638;3.05;3.05;3.05;2.59;
50023639;33.51;33.51;33.51;28.48;
50023640;26.52;26.52;26.52;22.54;
50023641;11.41;11.41;11.41;9.7;
50023649;22.86;22.86;22.86;19.43;
50023659;4.66;4.66;4.66;3.96;
50023664;22.31;22.31;22.31;18.96;
50023665;54.88;54.88;54.88;46.65;
50023668;13.51;13.51;13.51;11.48;
50023670;41.39;41.39;41.39;35.18;
50023671;6.41;6.41;6.41;5.45;
50023672;125.74;125.74;125.74;106.88;
50023674;47.57;47.57;47.57;47.57;
50023686;8.48;8.48;8.48;7.21;
50023690;56.45;56.45;56.45;47.98;
50023691;13.67;13.67;13.67;11.62;
50023692;21.73;21.73;21.73;18.47;
50023693;179.22;179.22;179.22;152.34;
50023695;140.33;140.33;140.33;119.28;
50023704;1.47;1.47;1.47;1.25;
50023707;28.32;28.32;28.32;24.07;
50023708;21.9;21.9;21.9;18.62;
50023710;31.56;31.56;31.56;26.83;
50023711;25.86;25.86;25.86;21.98;
50023722;10.75;10.75;10.75;9.14;
50023749;4.58;4.07;4.58;3.89;
50023761;1.92;2.02;2.02;1.72;
50023764;1.73;1.73;1.73;1.47;
50023765;1.3;1.37;1.37;1.16;
50023795;6.75;6.75;6.75;5.74;
50023797;6.75;6.75;6.75;5.74;
50023802;7.47;7.47;7.47;6.35;
50023805;35.79;35.79;35.79;30.42;
50023814;8.34;8.34;8.34;7.09;
50023815;1.71;1.62;1.71;1.45;
50023839;10.45;10.98;10.98;9.33;
50029520;51.68;51.68;51.68;43.93;
50017229;1.96;1.96;1.96;1.67;
50017232;9.73;10.23;10.23;8.7;
50028768;3.41;3.41;3.41;2.9;
50028774;15.63;14.8;16.44;13.97;
50028788;2.52;2.65;2.65;2.25;
50028790;90.43;90.43;90.43;76.87;
50028791;41.49;41.49;41.49;35.27;
50028792;55;55;55;46.75;
50028793;33.15;33.15;33.15;28.18;
50028794;56.23;56.23;56.23;47.8;
50028795;49.78;49.78;49.78;42.31;
50028796;79.04;79.04;79.04;67.18;
50028797;54.42;54.42;54.42;46.26;
50028804;32.82;32.82;32.82;27.9;
50028808;15.37;15.37;15.37;13.06;
50028809;44.1;44.1;44.1;37.49;
50028810;22.76;22.76;22.76;19.35;
50028811;17.5;17.5;17.5;14.88;
50028819;10.63;10.63;10.63;9.04;
50028903;5.19;5.19;5.19;4.41;
50028904;4.87;4.87;4.87;4.14;
50028905;5.51;5.51;5.51;4.68;
50028906;5.51;5.51;5.51;4.68;
50028907;6.71;6.71;6.71;5.7;
50028908;6.54;6.54;6.54;5.56;
50028909;6.18;6.18;6.18;5.25;
50028910;6.33;6.33;6.33;5.38;
50028911;7.05;7.05;7.05;5.99;
50028913;3.81;3.81;3.81;3.24;
50028914;4.72;4.72;4.72;4.01;
50028915;5.13;5.13;5.13;4.36;
50028916;5.17;5.17;5.17;4.39;
50028917;5.21;5.21;5.21;4.43;
50028918;4.39;4.39;4.39;3.73;
50028919;3.41;3.41;3.41;2.9;
50028920;7.11;7.11;7.11;6.04;
50028921;7.02;7.02;7.02;5.97;
50028922;7.08;7.08;7.08;6.02;
50028923;7.43;7.43;7.43;6.32;
50028924;7.14;7.14;7.14;6.07;
50028925;4.51;4.51;4.51;3.83;
50028926;5;5;5;4.25;
50028927;4.54;4.54;4.54;3.86;
50028928;5.84;5.84;5.84;4.96;
50028929;4.84;4.84;4.84;4.11;
50028957;6.43;6.77;6.77;5.75;
50028960;16.76;16.76;16.76;14.25;
50028965;1.54;1.54;1.54;1.31;
50028966;100.25;100.25;100.25;85.21;
50028980;0.9;0.9;0.9;0.77;
50028982;2.13;2.13;2.13;1.81;
50028991;10.73;10.73;10.73;9.12;
50029001;15.6;15.6;15.6;13.26;
50029003;13.57;13.57;13.57;11.53;
50029015;7.14;7.14;7.14;6.07;
50029018;12.05;12.05;12.05;10.24;
50029020;16.35;16.35;16.35;13.9;
50029021;15.88;15.88;15.88;13.5;
50029022;15.29;15.29;15.29;13;
50029023;15.07;15.07;15.07;12.81;
50029024;23.91;23.91;23.91;20.32;
50029027;6.15;6.15;6.15;5.23;
50029028;7.25;7.25;7.25;6.16;
50029031;7.36;7.36;7.36;6.26;
50029040;2.75;2.75;2.75;2.34;
50029257;11.9;11.9;11.9;10.12;
50029260;7.08;7.08;7.08;6.02;
50029262;108.67;108.67;108.67;92.37;
50029263;179.99;179.99;179.99;152.99;
50029265;34.27;34.27;34.27;29.13;
50019553;2.14;2.14;2.14;1.82;
50020052;3.36;3.36;3.36;2.86;
50020062;3.27;3.27;3.44;2.92;
50020071;4.12;4.12;4.12;3.5;
50020100;8.7;8.7;8.7;7.4;
50020142;2.33;2.33;2.33;1.98;
50020403;10.34;10.88;10.88;9.25;
50020421;7.8;7.8;7.8;6.63;
50020424;7.72;7.72;7.72;6.56;
50020426;8.21;8.21;8.21;6.98;
50020428;10.08;10.08;10.08;8.57;
50020430;4.29;4.29;4.29;3.65;
50020431;4.35;4.35;4.35;3.7;
50020432;1.66;1.66;1.66;1.41;
50020433;4.85;4.85;4.85;4.12;
50020434;5.09;5.09;5.09;4.33;
50020435;2.94;2.94;2.94;2.5;
50020439;2.71;2.71;2.71;2.3;
50020443;3.44;3.44;3.44;2.92;
50020449;2.05;2.05;2.05;1.74;
50020452;0.83;0.79;0.83;0.71;
50020458;2.36;2.36;2.48;2.11;
50020459;2.47;2.47;2.47;2.1;
50020501;2.99;2.99;2.99;2.54;
50020502;5.29;5.55;5.55;4.72;
50038668;34.89;34.89;34.89;34.89;
50038694;13.52;13.52;13.52;13.52;
50038695;7.13;7.13;7.13;7.13;
50034134;33;33;33;28.05;
50034135;33;33;33;28.05;
50034136;33;33;33;28.05;
50034137;33;33;33;28.05;
50034138;33;33;33;28.05;
50034139;33;33;33;28.05;
50025299;5.93;5.93;5.93;5.04;
50025300;5.47;5.47;5.47;4.65;
50034705;10.49;10.49;10.49;8.92;
50034702;14.2;14.23;14.94;12.7;
50019270;3.1;3.1;3.1;2.64;
50019314;9.51;9.51;9.51;8.08;
50019318;0.55;0.55;0.55;0.47;
50019319;1.65;1.65;1.65;1.4;
50019321;1.42;1.42;1.42;1.21;
50019323;0.55;0.55;0.55;0.47;
50019324;0.98;0.98;0.98;0.83;
50019325;2.91;2.91;2.91;2.47;
50019326;2.22;2.22;2.22;1.89;
50019327;2.61;2.61;2.61;2.22;
50019328;1.47;1.47;1.47;1.25;
50019330;0.98;0.98;0.98;0.83;
50019331;2.91;2.91;2.91;2.47;
50019334;1.6;1.6;1.6;1.36;
50019336;2.91;2.91;2.91;2.47;
50019340;1.1;1.1;1.1;0.94;
50019352;2.48;2.48;2.48;2.11;
50019353;2.45;2.12;2.45;2.08;
50019392;3.37;3.37;3.37;2.86;
50019407;0.52;0.5;0.52;0.44;
50025513;2.26;2.26;2.26;1.92;
50025516;5.85;5.85;5.85;4.97;
50025520;187.57;187.57;187.57;159.43;
50025521;345.12;345.12;345.12;293.35;
50025538;2.37;2.37;2.37;2.01;
50025557;18.74;18.74;18.74;15.93;
50025558;23.55;23.55;23.55;20.02;
50025559;20.03;20.03;20.03;17.03;
50025561;18.11;18.11;18.11;15.39;
50025564;521.66;521.66;521.66;443.41;
50025572;25.04;25.04;25.04;21.28;
50025573;30.07;30.07;30.07;25.56;
50025574;33.64;33.64;33.64;28.59;
50018825;4.76;4.76;4.76;4.05;
50021408;51.45;51.45;51.45;43.73;
50021421;19.87;19.87;19.87;16.89;
50021422;13.72;13.72;13.72;11.66;
50034499;20.73;20.73;20.73;17.62;
50034506;25.37;25.37;25.37;21.56;
50034508;2.74;2.74;2.74;2.33;
50034511;3.19;2.9;3.35;2.85;
50034514;6.42;6.76;6.76;5.75;
50034516;1.43;1.35;1.43;1.22;
50022197;26.51;26.51;26.51;22.53;
50022198;16.91;16.91;16.91;14.37;
50022269;1.14;1.14;1.14;0.97;
50022270;1.05;1.05;1.05;0.89;
50022283;5.36;5.36;5.36;4.56;
50022284;4.99;4.99;4.99;4.24;
50022286;2.86;2.86;2.86;2.43;
50022288;8.51;8.51;8.51;7.23;
50022289;7.48;7.48;7.48;6.36;
50022290;10.08;10.08;10.08;8.57;
50022291;10.37;10.37;10.37;8.81;
50022292;30.51;30.51;30.51;25.93;
50022301;0.78;0.68;0.78;0.66;
50022353;2.04;2.04;2.04;1.73;
50022359;1.24;1.24;1.24;1.05;
50031290;16.79;16.79;16.79;14.27;
50031293;3.35;3.35;3.35;2.85;
50033341;20.37;20.37;20.37;17.31;
50033346;0.74;0.74;0.74;0.63;
50033347;0.97;0.97;0.97;0.82;
50033348;23.27;23.27;23.27;19.78;
50033349;30.55;30.55;30.55;25.97;
50033350;38.7;38.7;38.7;32.9;
50033354;12.04;12.04;12.04;10.23;
50033355;95.3;95.3;95.3;81.01;
50033359;44.79;44.79;44.79;44.79;
50033361;20.03;20.03;20.03;17.03;
50033362;39.4;39.4;39.4;33.49;
50033363;40.45;40.45;40.45;34.38;
50020806;4.62;4.62;4.62;3.92;
50020807;1.73;1.73;1.73;1.47;
50020813;1;1;1;0.85;
50020814;0.88;0.88;0.88;0.72;
50020815;0.79;0.79;0.79;0.67;
50020816;0.78;0.78;0.78;0.66;
50020819;1.22;1.22;1.22;1.04;
50020827;1.78;1.78;1.78;1.51;
50015459;2.92;3.07;3.07;2.61;
50015460;3.58;3.58;3.58;3.04;
50015912;7.77;7.77;7.77;6.6;
50015972;9.52;8.68;10.02;8.52;
50033687;31.19;31.19;31.19;26.51;
50033690;2.38;2.38;2.38;2.02;
50033700;62.99;62.99;62.99;53.54;
50033702;96.55;96.55;96.55;82.07;
50033705;209.18;209.18;209.18;177.8;
50017770;14.88;14.88;14.88;12.65;
50017775;7.3;7.3;7.3;6.21;
50033634;41.32;41.32;41.32;35.12;
50033635;41.32;41.32;41.32;35.12;
50033636;112.86;112.86;112.86;95.93;
50033651;187.57;187.57;187.57;159.43;
50023884;554.44;554.44;554.44;471.27;
50023889;37.68;37.68;37.68;32.03;
50023892;59.19;59.19;59.19;50.31;
50023897;11.28;11.28;11.28;9.59;
50023904;14.94;14.94;14.94;12.7;
50023905;30.58;30.58;30.58;25.99;
50023909;88.99;88.99;88.99;88.99;
50023911;23.31;23.31;23.31;19.81;
50031307;11.68;11.68;11.68;9.93;
50031312;11.83;11.83;11.83;10.06;
50031313;17.07;17.07;17.07;14.51;
50031314;14.6;14.6;14.6;12.41;
50031315;16.69;16.69;16.69;14.19;
50031317;2.44;2.44;2.44;2.07;
50031331;3.12;3.12;3.12;2.65;
50031345;9.29;9.29;9.29;7.9;
50031386;1.32;1.32;1.32;1.12;
50031411;11.11;11.11;11.11;9.44;
50031554;1.71;1.71;1.71;1.45;
50015988;7.6;7.11;7.99;6.79;
50016002;3.41;3.41;3.41;3.41;
50034601;2.65;2.65;2.65;2.25;
50034618;7.88;7.88;7.88;6.7;
50027629;4.44;4.44;4.44;3.77;
50027630;2.22;2.22;2.22;1.89;
50027632;2.45;2.45;2.45;2.08;
50027634;3.35;3.35;3.35;2.85;
50027637;21.16;21.16;21.16;17.99;
50027638;55.4;55.4;55.4;47.09;
50027702;2.37;2.37;2.37;2.01;
50027703;7.96;7.96;7.96;6.77;
50027704;12.65;12.65;12.65;10.75;
50027705;6.63;6.63;6.63;5.64;
50027707;10.03;10.03;10.03;8.53;
50027721;1.57;1.57;1.57;1.33;
50027727;3.45;3.45;3.45;2.93;
50027729;7.27;7.27;7.27;6.18;
