;50008571;50009227;50004823;50007886;50007102;50004928;50008363;50007807;50009160;50007524;50008170;50008025;50001519;
8f8d437d-49be-11e2-805f-0025907cb9d2;2.8;2.8;2.8;2.8;2.8;2.8;2.8;2.8;2.8;2.8;2.8;2.8;2.8;
7e9d7aae-7390-11df-80c2-0002b3d8ef82;2.33;2.33;2.33;2.33;2.33;2.33;2.33;2.33;2.33;2.33;2.33;2.33;2.33;
1bb907bf-73b6-11df-80c2-0002b3d8ef82;3.38;3.38;3.38;3.38;3.38;3.38;3.38;3.38;3.38;3.38;3.38;3.38;3.38;
460ffa5e-73b7-11df-80c2-0002b3d8ef82;3.94;3.94;3.94;3.94;3.94;3.94;3.94;3.94;3.94;3.94;3.94;3.94;3.94;
6f5c8ac0-73bd-11df-80c2-0002b3d8ef82;3.67;3.67;3.67;3.67;3.67;3.67;3.67;3.67;3.67;3.67;3.67;3.67;3.67;
6f5c8ac2-73bd-11df-80c2-0002b3d8ef82;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;5.4;
1dcd716b-73c1-11df-80c2-0002b3d8ef82;4.22;4.22;4.22;4.22;4.22;4.22;4.22;4.22;4.22;4.22;4.22;4.22;4.22;
1dcd716d-73c1-11df-80c2-0002b3d8ef82;7.14;7.14;7.14;7.14;7.14;7.14;7.14;7.14;7.14;7.14;7.14;7.14;7.14;
6cf32d6f-73c3-11df-80c2-0002b3d8ef82;2.82;2.82;2.82;2.82;2.82;2.82;2.82;2.82;2.82;2.82;2.82;2.82;2.82;
6cf32d71-73c3-11df-80c2-0002b3d8ef82;5.14;5.14;5.14;5.14;5.14;5.14;5.14;5.14;5.14;5.14;5.14;5.14;5.14;
6cf32d73-73c3-11df-80c2-0002b3d8ef82;4.31;4.31;4.31;4.31;4.31;4.31;4.31;4.31;4.31;4.31;4.31;4.31;4.31;
6cf32d75-73c3-11df-80c2-0002b3d8ef82;4.86;4.86;4.86;4.86;4.86;4.86;4.86;4.86;4.86;4.86;4.86;4.86;4.86;
f13e2820-7784-11df-80c2-0002b3d8ef82;0.96;0.96;0.96;0.96;0.96;0.96;0.96;0.96;0.96;0.96;0.96;0.96;0.96;
f13e282d-7784-11df-80c2-0002b3d8ef82;1.44;1.44;1.44;1.44;1.44;1.44;1.44;1.44;1.44;1.44;1.44;1.44;1.44;
4888c290-7914-11df-80c2-0002b3d8ef82;6.65;6.65;6.65;6.65;6.65;6.65;6.65;6.65;6.65;6.65;6.65;6.65;6.65;
ce9f3593-9aec-11e3-80c9-002590a3186d;31.79;31.79;31.79;31.79;31.79;31.79;31.79;31.79;31.79;31.79;31.79;31.79;31.79;
ce9f3599-9aec-11e3-80c9-002590a3186d;38.06;38.06;38.06;38.06;38.06;38.06;38.06;38.06;38.06;38.06;38.06;38.06;38.06;
ce9f359d-9aec-11e3-80c9-002590a3186d;8.35;8.35;8.35;8.35;8.35;8.35;8.35;8.35;8.35;8.35;8.35;8.35;8.35;
ce9f359f-9aec-11e3-80c9-002590a3186d;46.88;46.88;46.88;46.88;46.88;46.88;46.88;46.88;46.88;46.88;46.88;46.88;46.88;
ce9f35a3-9aec-11e3-80c9-002590a3186d;16.52;16.52;16.52;16.52;16.52;16.52;16.52;16.52;16.52;16.52;16.52;16.52;16.52;
ce9f35a5-9aec-11e3-80c9-002590a3186d;23.64;23.64;23.64;23.64;23.64;23.64;23.64;23.64;23.64;23.64;23.64;23.64;23.64;
ce9f35a7-9aec-11e3-80c9-002590a3186d;46.27;46.27;46.27;46.27;46.27;46.27;46.27;46.27;46.27;46.27;46.27;46.27;46.27;
ce9f35af-9aec-11e3-80c9-002590a3186d;16.79;16.79;16.79;16.79;16.79;16.79;16.79;16.79;16.79;16.79;16.79;16.79;16.79;
ce9f35b7-9aec-11e3-80c9-002590a3186d;18.98;18.98;18.98;18.98;18.98;18.98;18.98;18.98;18.98;18.98;18.98;18.98;18.98;
ca7b4669-9fb6-11e3-80c9-002590a3186d;34.73;34.73;34.73;34.73;34.73;34.73;34.73;34.73;34.73;34.73;34.73;34.73;34.73;
db71eb06-a057-11e3-80c9-002590a3186d;11.4;11.4;11.4;11.4;11.4;11.4;11.4;11.4;11.4;11.4;11.4;11.4;11.4;
db71eb08-a057-11e3-80c9-002590a3186d;3.17;3.17;3.17;3.17;3.17;3.17;3.17;3.17;3.17;3.17;3.17;3.17;3.17;
db71eb0a-a057-11e3-80c9-002590a3186d;7.01;7.01;7.01;7.01;7.01;7.01;7.01;7.01;7.01;7.01;7.01;7.01;7.01;
db71eb0c-a057-11e3-80c9-002590a3186d;13.57;13.57;13.57;13.57;13.57;13.57;13.57;13.57;13.57;13.57;13.57;13.57;13.57;
db71eb0e-a057-11e3-80c9-002590a3186d;14.87;14.87;14.87;14.87;14.87;14.87;14.87;14.87;14.87;14.87;14.87;14.87;14.87;
db71eb10-a057-11e3-80c9-002590a3186d;38.08;38.08;38.08;38.08;38.08;38.08;38.08;38.08;38.08;38.08;38.08;38.08;38.08;
db71eb12-a057-11e3-80c9-002590a3186d;15.47;15.47;15.47;15.47;15.47;15.47;15.47;15.47;15.47;15.47;15.47;15.47;15.47;
db71eb14-a057-11e3-80c9-002590a3186d;11.83;11.83;11.83;11.83;11.83;11.83;11.83;11.83;11.83;11.83;11.83;11.83;11.83;
db71eb16-a057-11e3-80c9-002590a3186d;8.27;8.27;8.27;8.27;8.27;8.27;8.27;8.27;8.27;8.27;8.27;8.27;8.27;
db71eb18-a057-11e3-80c9-002590a3186d;12.8;12.8;12.8;12.8;12.8;12.8;12.8;12.8;12.8;12.8;12.8;12.8;12.8;
db71eb1a-a057-11e3-80c9-002590a3186d;11.65;11.65;11.65;11.65;11.65;11.65;11.65;11.65;11.65;11.65;11.65;11.65;11.65;
db71eb1c-a057-11e3-80c9-002590a3186d;6.22;6.22;6.22;6.22;6.22;6.22;6.22;6.22;6.22;6.22;6.22;6.22;6.22;
db71eb1e-a057-11e3-80c9-002590a3186d;9.19;9.19;9.19;9.19;9.19;9.19;9.19;9.19;9.19;9.19;9.19;9.19;9.19;
db71eb20-a057-11e3-80c9-002590a3186d;19.73;19.73;19.73;19.73;19.73;19.73;19.73;19.73;19.73;19.73;19.73;19.73;19.73;
db71eb22-a057-11e3-80c9-002590a3186d;8.11;8.11;8.11;8.11;8.11;8.11;8.11;8.11;8.11;8.11;8.11;8.11;8.11;
db71eb24-a057-11e3-80c9-002590a3186d;17.63;17.63;17.63;17.63;17.63;17.63;17.63;17.63;17.63;17.63;17.63;17.63;17.63;
db71eb26-a057-11e3-80c9-002590a3186d;2.86;2.86;2.86;2.86;2.86;2.86;2.86;2.86;2.86;2.86;2.86;2.86;2.86;
db71eb28-a057-11e3-80c9-002590a3186d;67.2;67.2;67.2;67.2;67.2;67.2;67.2;67.2;67.2;67.2;67.2;67.2;67.2;
db71eb2a-a057-11e3-80c9-002590a3186d;6.6;6.6;6.6;6.6;6.6;6.6;6.6;6.6;6.6;6.6;6.6;6.6;6.6;
db71eb2c-a057-11e3-80c9-002590a3186d;24.1;24.1;24.1;24.1;24.1;24.1;24.1;24.1;24.1;24.1;24.1;24.1;24.1;
db71eb2e-a057-11e3-80c9-002590a3186d;4.87;4.87;4.87;4.87;4.87;4.87;4.87;4.87;4.87;4.87;4.87;4.87;4.87;
db71eb30-a057-11e3-80c9-002590a3186d;14.8;14.8;14.8;14.8;14.8;14.8;14.8;14.8;14.8;14.8;14.8;14.8;14.8;
db71eb32-a057-11e3-80c9-002590a3186d;19.7;19.7;19.7;19.7;19.7;19.7;19.7;19.7;19.7;19.7;19.7;19.7;19.7;
db71eb34-a057-11e3-80c9-002590a3186d;28.97;28.97;28.97;28.97;28.97;28.97;28.97;28.97;28.97;28.97;28.97;28.97;28.97;
db71eb36-a057-11e3-80c9-002590a3186d;31.86;31.86;31.86;31.86;31.86;31.86;31.86;31.86;31.86;31.86;31.86;31.86;31.86;
db71eb38-a057-11e3-80c9-002590a3186d;15.98;15.98;15.98;15.98;15.98;15.98;15.98;15.98;15.98;15.98;15.98;15.98;15.98;
db71eb3a-a057-11e3-80c9-002590a3186d;21.96;21.96;21.96;21.96;21.96;21.96;21.96;21.96;21.96;21.96;21.96;21.96;21.96;
db71eb3e-a057-11e3-80c9-002590a3186d;45.71;45.71;45.71;45.71;45.71;45.71;45.71;45.71;45.71;45.71;45.71;45.71;45.71;
db71eb40-a057-11e3-80c9-002590a3186d;13.01;13.01;13.01;13.01;13.01;13.01;13.01;13.01;13.01;13.01;13.01;13.01;13.01;
db71eb44-a057-11e3-80c9-002590a3186d;27.8;27.8;27.8;27.8;27.8;27.8;27.8;27.8;27.8;27.8;27.8;27.8;27.8;
343ef04e-a05b-11e3-80c9-002590a3186d;41.11;41.11;41.11;41.11;41.11;41.11;41.11;41.11;41.11;41.11;41.11;41.11;41.11;
343ef050-a05b-11e3-80c9-002590a3186d;13.56;13.56;13.56;13.56;13.56;13.56;13.56;13.56;13.56;13.56;13.56;13.56;13.56;
343ef052-a05b-11e3-80c9-002590a3186d;20.47;20.47;20.47;20.47;20.47;20.47;20.47;20.47;20.47;20.47;20.47;20.47;20.47;
343ef054-a05b-11e3-80c9-002590a3186d;28.98;28.98;28.98;28.98;28.98;28.98;28.98;28.98;28.98;28.98;28.98;28.98;28.98;
343ef056-a05b-11e3-80c9-002590a3186d;41.14;41.14;41.14;41.14;41.14;41.14;41.14;41.14;41.14;41.14;41.14;41.14;41.14;
343ef05a-a05b-11e3-80c9-002590a3186d;2.29;2.29;2.29;2.29;2.29;2.29;2.29;2.29;2.29;2.29;2.29;2.29;2.29;
343ef05e-a05b-11e3-80c9-002590a3186d;3.17;3.17;3.17;3.17;3.17;3.17;3.17;3.17;3.17;3.17;3.17;3.17;3.17;
343ef062-a05b-11e3-80c9-002590a3186d;2.29;2.29;2.29;2.29;2.29;2.29;2.29;2.29;2.29;2.29;2.29;2.29;2.29;
343ef066-a05b-11e3-80c9-002590a3186d;4.6;4.6;4.6;4.6;4.6;4.6;4.6;4.6;4.6;4.6;4.6;4.6;4.6;
343ef068-a05b-11e3-80c9-002590a3186d;3.78;3.78;3.78;3.78;3.78;3.78;3.78;3.78;3.78;3.78;3.78;3.78;3.78;
343ef06a-a05b-11e3-80c9-002590a3186d;2.5;2.5;2.5;2.5;2.5;2.5;2.5;2.5;2.5;2.5;2.5;2.5;2.5;
343ef06c-a05b-11e3-80c9-002590a3186d;5.29;5.29;5.29;5.29;5.29;5.29;5.29;5.29;5.29;5.29;5.29;5.29;5.29;
343ef06e-a05b-11e3-80c9-002590a3186d;3.49;3.49;3.49;3.49;3.49;3.49;3.49;3.49;3.49;3.49;3.49;3.49;3.49;
343ef072-a05b-11e3-80c9-002590a3186d;2.29;2.29;2.29;2.29;2.29;2.29;2.29;2.29;2.29;2.29;2.29;2.29;2.29;
343ef076-a05b-11e3-80c9-002590a3186d;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;4.85;
343ef07a-a05b-11e3-80c9-002590a3186d;7.01;7.01;7.01;7.01;7.01;7.01;7.01;7.01;7.01;7.01;7.01;7.01;7.01;
343ef07c-a05b-11e3-80c9-002590a3186d;8.05;8.05;8.05;8.05;8.05;8.05;8.05;8.05;8.05;8.05;8.05;8.05;8.05;
343ef080-a05b-11e3-80c9-002590a3186d;12.35;12.35;12.35;12.35;12.35;12.35;12.35;12.35;12.35;12.35;12.35;12.35;12.35;
343ef082-a05b-11e3-80c9-002590a3186d;7.19;7.19;7.19;7.19;7.19;7.19;7.19;7.19;7.19;7.19;7.19;7.19;7.19;
343ef084-a05b-11e3-80c9-002590a3186d;8.65;8.65;8.65;8.65;8.65;8.65;8.65;8.65;8.65;8.65;8.65;8.65;8.65;
343ef086-a05b-11e3-80c9-002590a3186d;8.11;8.11;8.11;8.11;8.11;8.11;8.11;8.11;8.11;8.11;8.11;8.11;8.11;
343ef088-a05b-11e3-80c9-002590a3186d;25.49;25.49;25.49;25.49;25.49;25.49;25.49;25.49;25.49;25.49;25.49;25.49;25.49;
343ef08a-a05b-11e3-80c9-002590a3186d;31.16;31.16;31.16;31.16;31.16;31.16;31.16;31.16;31.16;31.16;31.16;31.16;31.16;
343ef08c-a05b-11e3-80c9-002590a3186d;18.67;18.67;18.67;18.67;18.67;18.67;18.67;18.67;18.67;18.67;18.67;18.67;18.67;
b1c692be-a05c-11e3-80c9-002590a3186d;15.47;15.47;15.47;15.47;15.47;15.47;15.47;15.47;15.47;15.47;15.47;15.47;15.47;
b1c692c0-a05c-11e3-80c9-002590a3186d;18.67;18.67;18.67;18.67;18.67;18.67;18.67;18.67;18.67;18.67;18.67;18.67;18.67;
b1c692c2-a05c-11e3-80c9-002590a3186d;21.48;21.48;21.48;21.48;21.48;21.48;21.48;21.48;21.48;21.48;21.48;21.48;21.48;
b1c692c6-a05c-11e3-80c9-002590a3186d;16.7;16.7;16.7;16.7;16.7;16.7;16.7;16.7;16.7;16.7;16.7;16.7;16.7;
b1c692c8-a05c-11e3-80c9-002590a3186d;17.23;17.23;17.23;17.23;17.23;17.23;17.23;17.23;17.23;17.23;17.23;17.23;17.23;
b1c692ca-a05c-11e3-80c9-002590a3186d;20.68;20.68;20.68;20.68;20.68;20.68;20.68;20.68;20.68;20.68;20.68;20.68;20.68;
b1c692cc-a05c-11e3-80c9-002590a3186d;23.88;23.88;23.88;23.88;23.88;23.88;23.88;23.88;23.88;23.88;23.88;23.88;23.88;
b1c692d0-a05c-11e3-80c9-002590a3186d;15.47;15.47;15.47;15.47;15.47;15.47;15.47;15.47;15.47;15.47;15.47;15.47;15.47;
b1c692d2-a05c-11e3-80c9-002590a3186d;18.67;18.67;18.67;18.67;18.67;18.67;18.67;18.67;18.67;18.67;18.67;18.67;18.67;
b1c692d8-a05c-11e3-80c9-002590a3186d;4.2;4.2;4.2;4.2;4.2;4.2;4.2;4.2;4.2;4.2;4.2;4.2;4.2;
b1c692da-a05c-11e3-80c9-002590a3186d;8.22;8.22;8.22;8.22;8.22;8.22;8.22;8.22;8.22;8.22;8.22;8.22;8.22;
b1c692dc-a05c-11e3-80c9-002590a3186d;9.16;9.16;9.16;9.16;9.16;9.16;9.16;9.16;9.16;9.16;9.16;9.16;9.16;
