;50005305;50007476;50005964;50008374;
a273abb4-8f4e-11e3-8572-002590a3186d;10.87;10.87;10.87;10.27;
a273abb6-8f4e-11e3-8572-002590a3186d;11.12;11.12;11.12;10.51;
a273abba-8f4e-11e3-8572-002590a3186d;11.48;11.48;11.48;10.85;
a273abbc-8f4e-11e3-8572-002590a3186d;19.5;19.5;19.5;18.42;
a273abbe-8f4e-11e3-8572-002590a3186d;13.28;13.28;13.28;12.55;
a273abc2-8f4e-11e3-8572-002590a3186d;22.18;22.18;22.18;20.94;
a273abc4-8f4e-11e3-8572-002590a3186d;24.73;24.73;24.73;23.36;
a273abc6-8f4e-11e3-8572-002590a3186d;36.13;36.13;36.13;34.12;
a273abc8-8f4e-11e3-8572-002590a3186d;40.97;40.97;40.97;38.69;
a273abca-8f4e-11e3-8572-002590a3186d;47.12;47.12;47.12;44.5;
a273abcc-8f4e-11e3-8572-002590a3186d;35.83;35.83;35.83;33.84;
a273abce-8f4e-11e3-8572-002590a3186d;40.1;40.1;40.1;37.87;
cc6a89e9-8f4e-11e3-8572-002590a3186d;22.19;22.19;22.19;20.96;
cc6a89ef-8f4e-11e3-8572-002590a3186d;23.14;23.14;23.14;21.85;
cc6a89f1-8f4e-11e3-8572-002590a3186d;20.72;20.72;20.72;19.57;
cc6a89f3-8f4e-11e3-8572-002590a3186d;22.28;22.28;22.28;21.05;
cc6a89f9-8f4e-11e3-8572-002590a3186d;12.19;12.19;12.19;11.51;
cc6a89fb-8f4e-11e3-8572-002590a3186d;19.31;19.31;19.31;18.23;
cc6a89fd-8f4e-11e3-8572-002590a3186d;20.22;20.22;20.22;19.1;
cc6a8a01-8f4e-11e3-8572-002590a3186d;36.13;36.13;36.13;34.12;
cc6a8a05-8f4e-11e3-8572-002590a3186d;47.12;47.12;47.12;44.5;
cc6a8a0d-8f4e-11e3-8572-002590a3186d;28.41;28.41;28.41;26.83;
e1d64b33-93b8-11e3-8572-002590a3186d;0.45;0.45;0.45;0.43;
f9a099cf-591d-11e4-85e4-002590a3186d;5.88;5.88;5.88;5.56;
5ab9d431-59c5-11e4-85e4-002590a3186d;2.55;2.55;2.55;2.71;
8c40a0b1-42b1-11e6-8709-002590a3186d;2.53;2.53;2.53;2.53;
8c40a0bd-42b1-11e6-8709-002590a3186d;119.29;119.29;119.29;119.29;
78f0df67-441e-11e6-8709-002590a3186d;2.24;2.24;2.24;2.24;
78f0df69-441e-11e6-8709-002590a3186d;3.38;3.38;3.38;3.38;
e96b4c78-48e5-11e6-8709-002590a3186d;3.64;3.64;3.64;3.64;
a8ad2696-48e6-11e6-8709-002590a3186d;2.64;2.64;2.64;2.64;
a8ad2698-48e6-11e6-8709-002590a3186d;3.38;3.38;3.38;3.38;
c641a0f6-48f4-11e6-8709-002590a3186d;28.08;28.08;28.08;28.08;
c641a0f8-48f4-11e6-8709-002590a3186d;9.5;9.5;9.5;9.5;
c641a0fa-48f4-11e6-8709-002590a3186d;6.24;6.24;6.24;6.24;
5d496c75-49a2-11e6-8709-002590a3186d;1.38;1.38;1.38;1.38;
d9fffd25-1b81-11e3-871b-002590a3186d;34.87;34.87;34.87;29.64;
9156d814-1ea1-11e3-871b-002590a3186d;20.54;20.54;20.54;21.83;
1c31ef37-20fe-11e3-871b-002590a3186d;17.99;17.99;17.99;15.29;
1c31ef3d-20fe-11e3-871b-002590a3186d;28.6;28.6;28.6;24.31;
1c31ef4d-20fe-11e3-871b-002590a3186d;13.14;13.14;13.14;11.17;
1c31ef4f-20fe-11e3-871b-002590a3186d;55.52;55.52;55.52;47.19;
1c31ef51-20fe-11e3-871b-002590a3186d;27.76;27.76;27.76;23.6;
1c31ef55-20fe-11e3-871b-002590a3186d;15.32;15.32;15.32;13.02;
1c31ef58-20fe-11e3-871b-002590a3186d;66.35;66.35;66.35;56.4;
1c31ef5b-20fe-11e3-871b-002590a3186d;38.29;38.29;38.29;32.55;
f4518ff3-244e-11e3-871b-002590a3186d;273.39;273.39;273.39;258.2;
79930bf3-24ed-11e3-871b-002590a3186d;35.16;35.16;35.16;33.21;
c0a33da8-267d-11e3-871b-002590a3186d;39.64;39.64;39.64;39.64;
c0a33dae-267d-11e3-871b-002590a3186d;30.21;30.21;30.21;30.21;
5755bace-29a3-11e3-871b-002590a3186d;10.77;10.77;7.92;9.64;
d31635b5-2b35-11e3-871b-002590a3186d;17;17;17;14.45;
d31635b7-2b35-11e3-871b-002590a3186d;17;17;17;14.45;
d31635b9-2b35-11e3-871b-002590a3186d;10.26;10.26;10.26;8.72;
d31635d5-2b35-11e3-871b-002590a3186d;2.37;2.37;2.37;2.52;
d31635d7-2b35-11e3-871b-002590a3186d;6.67;6.67;6.67;7.09;
d31635d9-2b35-11e3-871b-002590a3186d;2.45;2.45;2.45;2.6;
eb3e459e-2b5d-11e3-871b-002590a3186d;2.69;2.69;2.69;2.86;
eb3e45a0-2b5d-11e3-871b-002590a3186d;3.52;3.52;3.52;3.74;
a4646dd3-30b3-11e3-871b-002590a3186d;1.45;1.32;1.07;1.3;
1209288c-317b-11e3-871b-002590a3186d;12;12;12;10.2;
192f35dd-36ff-11e3-871b-002590a3186d;31.91;31.91;31.91;31.18;
192f35e0-36ff-11e3-871b-002590a3186d;25.46;25.46;25.46;24.87;
192f3600-36ff-11e3-871b-002590a3186d;54.2;54.2;54.2;46.07;
192f3608-36ff-11e3-871b-002590a3186d;56.42;56.42;56.42;47.96;
192f360c-36ff-11e3-871b-002590a3186d;44.57;44.57;44.57;37.88;
192f360e-36ff-11e3-871b-002590a3186d;89.01;89.01;89.01;75.66;
192f3610-36ff-11e3-871b-002590a3186d;15.62;15.62;15.62;13.28;
192f3612-36ff-11e3-871b-002590a3186d;29.22;29.22;29.22;24.84;
4ab14511-3719-11e3-871b-002590a3186d;19.55;19.55;19.55;16.62;
4ab14513-3719-11e3-871b-002590a3186d;24.25;24.25;24.25;20.61;
4ab14515-3719-11e3-871b-002590a3186d;41.28;41.28;41.28;35.09;
4ab14517-3719-11e3-871b-002590a3186d;19.2;19.2;19.2;16.32;
3915a08a-37c5-11e3-871b-002590a3186d;0.45;0.45;0.45;0.44;
486c44f0-3ae9-11e3-871b-002590a3186d;4.31;4.31;4.31;4.31;
486c44f2-3ae9-11e3-871b-002590a3186d;100.47;100.47;100.47;100.47;
1b7c1a38-4214-11e3-871b-002590a3186d;0.54;0.54;0.54;0.65;
921d4f7c-46b6-11e3-871b-002590a3186d;8.61;8.61;8.61;7.32;
921d4f7e-46b6-11e3-871b-002590a3186d;7.95;7.95;7.95;6.76;
921d4f80-46b6-11e3-871b-002590a3186d;6.05;6.05;6.05;5.14;
02acf9e6-dfed-11de-8728-0002b3d8ef82;7.06;6.71;7.06;6;
02acf9e8-dfed-11de-8728-0002b3d8ef82;6.46;6.46;6.46;5.49;
b1df09a4-09e8-11e1-8778-0002b3d8ef82;1.54;1.54;1.54;1.64;
36591578-1751-11e1-8778-0002b3d8ef82;9.78;9.78;9.78;9.78;
36591580-1751-11e1-8778-0002b3d8ef82;6.95;6.95;6.95;6.95;
36591586-1751-11e1-8778-0002b3d8ef82;4.81;4.81;4.81;4.81;
36591588-1751-11e1-8778-0002b3d8ef82;14.07;14.07;14.07;14.07;
3659158c-1751-11e1-8778-0002b3d8ef82;16.26;16.26;16.26;16.26;
3659158e-1751-11e1-8778-0002b3d8ef82;24.53;24.53;24.53;24.53;
36591592-1751-11e1-8778-0002b3d8ef82;51.84;51.84;51.84;51.84;
36591594-1751-11e1-8778-0002b3d8ef82;49.55;49.55;49.55;49.55;
365915a0-1751-11e1-8778-0002b3d8ef82;179.76;179.76;179.76;179.76;
365915a2-1751-11e1-8778-0002b3d8ef82;19.69;19.69;19.69;19.69;
365915a4-1751-11e1-8778-0002b3d8ef82;8.68;8.68;8.68;8.68;
365915a6-1751-11e1-8778-0002b3d8ef82;11.18;11.18;11.18;11.18;
365915a8-1751-11e1-8778-0002b3d8ef82;20.62;20.62;20.62;20.62;
365915aa-1751-11e1-8778-0002b3d8ef82;114.89;114.89;114.89;114.89;
365915b0-1751-11e1-8778-0002b3d8ef82;45.32;45.32;45.32;45.32;
48af8200-1765-11e1-8778-0002b3d8ef82;17.22;17.22;17.22;17.22;
48af8202-1765-11e1-8778-0002b3d8ef82;7.34;7.34;7.34;7.34;
48af8208-1765-11e1-8778-0002b3d8ef82;20.08;20.08;20.08;20.08;
48af820a-1765-11e1-8778-0002b3d8ef82;22.25;22.25;22.25;22.25;
48af820e-1765-11e1-8778-0002b3d8ef82;69.4;69.4;69.4;69.4;
48af8210-1765-11e1-8778-0002b3d8ef82;100.59;100.59;100.59;100.59;
48af8212-1765-11e1-8778-0002b3d8ef82;127.11;127.11;127.11;127.11;
48af8216-1765-11e1-8778-0002b3d8ef82;62.87;62.87;62.87;62.87;
48af8218-1765-11e1-8778-0002b3d8ef82;83.1;83.1;83.1;83.1;
48af821a-1765-11e1-8778-0002b3d8ef82;30.67;30.67;30.67;30.67;
48af821c-1765-11e1-8778-0002b3d8ef82;41.8;41.8;41.8;41.8;
48af821e-1765-11e1-8778-0002b3d8ef82;48.44;48.44;48.44;48.44;
48af8220-1765-11e1-8778-0002b3d8ef82;61.54;61.54;61.54;61.54;
48af8222-1765-11e1-8778-0002b3d8ef82;74.85;74.85;74.85;74.85;
48af8230-1765-11e1-8778-0002b3d8ef82;13.5;13.5;13.5;13.5;
48af8234-1765-11e1-8778-0002b3d8ef82;25.03;25.03;25.03;25.03;
48af8238-1765-11e1-8778-0002b3d8ef82;32.19;32.19;32.19;32.19;
48af823a-1765-11e1-8778-0002b3d8ef82;52.31;52.31;52.31;52.31;
48af823c-1765-11e1-8778-0002b3d8ef82;12.65;12.65;12.65;12.65;
48af823e-1765-11e1-8778-0002b3d8ef82;15.28;15.28;15.28;15.28;
98193328-1765-11e1-8778-0002b3d8ef82;15.43;15.43;15.43;15.43;
9819332a-1765-11e1-8778-0002b3d8ef82;19.86;19.86;19.86;19.86;
9819332c-1765-11e1-8778-0002b3d8ef82;32.55;32.55;32.55;32.55;
98193334-1765-11e1-8778-0002b3d8ef82;17.36;17.36;17.36;17.36;
98193336-1765-11e1-8778-0002b3d8ef82;28.08;28.08;28.08;28.08;
98193338-1765-11e1-8778-0002b3d8ef82;12.52;12.52;12.52;12.52;
9819333a-1765-11e1-8778-0002b3d8ef82;15.17;15.17;15.17;15.17;
9819333c-1765-11e1-8778-0002b3d8ef82;23.98;23.98;23.98;23.98;
9819333e-1765-11e1-8778-0002b3d8ef82;21.15;21.15;21.15;21.15;
98193340-1765-11e1-8778-0002b3d8ef82;28.98;28.98;28.98;28.98;
98193342-1765-11e1-8778-0002b3d8ef82;25.1;25.1;25.1;25.1;
98193344-1765-11e1-8778-0002b3d8ef82;14.85;14.85;14.85;14.85;
98193346-1765-11e1-8778-0002b3d8ef82;14.14;14.14;14.14;14.14;
98193348-1765-11e1-8778-0002b3d8ef82;13.76;13.76;13.76;13.76;
9819334a-1765-11e1-8778-0002b3d8ef82;10.93;10.93;10.93;10.93;
9819334c-1765-11e1-8778-0002b3d8ef82;8.62;8.62;8.62;8.62;
9819334e-1765-11e1-8778-0002b3d8ef82;11.95;11.95;11.95;11.95;
98193350-1765-11e1-8778-0002b3d8ef82;10.06;10.06;10.06;10.06;
98193352-1765-11e1-8778-0002b3d8ef82;6.94;6.94;6.94;6.94;
98193354-1765-11e1-8778-0002b3d8ef82;10.29;10.29;10.29;10.29;
98193356-1765-11e1-8778-0002b3d8ef82;8.82;8.82;8.82;8.82;
98193358-1765-11e1-8778-0002b3d8ef82;5.87;5.87;5.87;5.87;
9819335a-1765-11e1-8778-0002b3d8ef82;4.67;4.67;4.67;4.67;
9819335c-1765-11e1-8778-0002b3d8ef82;9.55;9.55;9.55;9.55;
9819335e-1765-11e1-8778-0002b3d8ef82;5.34;5.34;5.34;5.34;
98193360-1765-11e1-8778-0002b3d8ef82;4.26;4.26;4.26;4.26;
98193364-1765-11e1-8778-0002b3d8ef82;82.32;82.32;82.32;82.32;
45089442-1766-11e1-8778-0002b3d8ef82;63.71;63.71;63.71;63.71;
45089444-1766-11e1-8778-0002b3d8ef82;13.9;13.9;13.9;13.9;
45089448-1766-11e1-8778-0002b3d8ef82;24.18;24.18;24.18;24.18;
4508944c-1766-11e1-8778-0002b3d8ef82;8.42;8.42;8.42;8.42;
4508944e-1766-11e1-8778-0002b3d8ef82;18.34;18.34;18.34;18.34;
45089456-1766-11e1-8778-0002b3d8ef82;41.02;41.02;41.02;41.02;
4508945a-1766-11e1-8778-0002b3d8ef82;35.66;35.66;35.66;35.66;
4508945c-1766-11e1-8778-0002b3d8ef82;30.37;30.37;30.37;30.37;
45089462-1766-11e1-8778-0002b3d8ef82;9.62;9.62;9.62;9.62;
45089464-1766-11e1-8778-0002b3d8ef82;10.43;10.43;10.43;10.43;
45089468-1766-11e1-8778-0002b3d8ef82;17.83;17.83;17.83;17.83;
4508946a-1766-11e1-8778-0002b3d8ef82;6.65;6.65;6.65;6.65;
4508946c-1766-11e1-8778-0002b3d8ef82;4.39;4.39;4.39;4.39;
45089470-1766-11e1-8778-0002b3d8ef82;23.6;23.6;23.6;23.6;
45089472-1766-11e1-8778-0002b3d8ef82;41.91;41.91;41.91;41.91;
45089474-1766-11e1-8778-0002b3d8ef82;7.61;7.61;7.61;7.61;
4508947c-1766-11e1-8778-0002b3d8ef82;13.05;13.05;13.05;13.05;
90973b18-1766-11e1-8778-0002b3d8ef82;10.8;10.8;10.8;10.8;
90973b1a-1766-11e1-8778-0002b3d8ef82;10.46;10.46;10.46;10.46;
90973b1c-1766-11e1-8778-0002b3d8ef82;3.38;3.38;3.38;3.38;
90973b1e-1766-11e1-8778-0002b3d8ef82;2.49;2.49;2.49;2.49;
90973b20-1766-11e1-8778-0002b3d8ef82;2.25;2.25;2.25;2.25;
90973b24-1766-11e1-8778-0002b3d8ef82;13.94;13.94;13.94;13.94;
90973b26-1766-11e1-8778-0002b3d8ef82;17.15;17.15;17.15;17.15;
90973b28-1766-11e1-8778-0002b3d8ef82;11.95;11.95;11.95;11.95;
90973b2a-1766-11e1-8778-0002b3d8ef82;9.5;9.5;9.5;9.5;
90973b2c-1766-11e1-8778-0002b3d8ef82;10.28;10.28;10.28;10.28;
90973b2e-1766-11e1-8778-0002b3d8ef82;22.38;22.38;22.38;22.38;
90973b30-1766-11e1-8778-0002b3d8ef82;8.57;8.57;8.57;8.57;
90973b34-1766-11e1-8778-0002b3d8ef82;9.45;9.45;9.45;9.45;
90973b38-1766-11e1-8778-0002b3d8ef82;11.45;11.45;11.45;11.45;
90973b3c-1766-11e1-8778-0002b3d8ef82;19.4;19.4;19.4;19.41;
a278d070-176d-11e1-8778-0002b3d8ef82;16.77;15.29;12.36;14.99;
55a8a3cd-6aad-11e2-87fb-0025907cb9d3;14.75;14.75;14.75;14.75;
55a8a3d3-6aad-11e2-87fb-0025907cb9d3;12.27;12.27;12.27;12.27;
c492bf22-6ea2-11e2-87fb-0025907cb9d3;4.18;4.18;4.18;4.18;
fc57d74b-500d-11e2-88f9-0025907cb9d2;51.94;51.94;51.94;55.18;
fc57d752-500d-11e2-88f9-0025907cb9d2;50.77;50.77;50.77;53.94;
fc57d754-500d-11e2-88f9-0025907cb9d2;50.77;50.77;50.77;53.94;
fc57d75a-500d-11e2-88f9-0025907cb9d2;89.48;89.48;89.48;95.07;
1344237f-50c8-11e2-88f9-0025907cb9d2;6.23;6.23;6.23;6.62;
bea6bcc6-5713-11e2-88f9-0025907cb9d2;2.43;2.43;2.43;2.07;
bea6bccc-5713-11e2-88f9-0025907cb9d2;4.36;4.36;4.36;3.71;
4c0118eb-5717-11e2-88f9-0025907cb9d2;14.86;14.86;14.86;12.63;
4c0118ed-5717-11e2-88f9-0025907cb9d2;9.69;9.69;9.69;8.24;
4c0118ef-5717-11e2-88f9-0025907cb9d2;13.57;13.57;13.57;11.53;
4c0118f1-5717-11e2-88f9-0025907cb9d2;7.35;7.35;7.35;6.25;
4c0118f3-5717-11e2-88f9-0025907cb9d2;10.99;10.99;10.99;9.34;
4c0118f5-5717-11e2-88f9-0025907cb9d2;11.63;11.63;11.63;9.89;
4c0118f7-5717-11e2-88f9-0025907cb9d2;9.69;9.69;9.69;8.24;
4c0118f9-5717-11e2-88f9-0025907cb9d2;8.95;8.95;8.95;7.61;
4c011909-5717-11e2-88f9-0025907cb9d2;23.73;23.73;23.73;20.17;
4c01190b-5717-11e2-88f9-0025907cb9d2;40.41;40.41;40.41;34.35;
f524d5a9-5718-11e2-88f9-0025907cb9d2;8.52;8.52;8.52;7.24;
f524d5ad-5718-11e2-88f9-0025907cb9d2;14.61;14.61;14.61;12.42;
f524d5af-5718-11e2-88f9-0025907cb9d2;14.45;14.45;14.45;12.28;
f524d5b1-5718-11e2-88f9-0025907cb9d2;13.37;13.37;13.37;11.36;
f524d5b3-5718-11e2-88f9-0025907cb9d2;15.63;15.63;15.63;13.29;
f524d5b5-5718-11e2-88f9-0025907cb9d2;13.85;13.85;13.85;11.77;
8bdb8889-43b5-11df-88fe-0002b3d8ef82;0.83;0.83;0.83;1.01;
38da33be-4854-11df-88fe-0002b3d8ef82;1.73;1.58;1.27;1.55;
38da33c0-4854-11df-88fe-0002b3d8ef82;1.7;1.55;1.25;1.52;
38da33c2-4854-11df-88fe-0002b3d8ef82;0.97;1.31;0.97;1.17;
38da33c4-4854-11df-88fe-0002b3d8ef82;1.24;1.53;1.24;1.5;
47810d2d-7ec4-11e4-895c-002590a3186d;5.17;5.17;5.17;5.49;
35cce97f-7ee7-11e4-895c-002590a3186d;2.42;2.42;2.42;2.57;
35cce983-7ee7-11e4-895c-002590a3186d;2.42;2.42;2.42;2.57;
35cce985-7ee7-11e4-895c-002590a3186d;2.42;2.42;2.42;2.57;
35cce989-7ee7-11e4-895c-002590a3186d;2.42;2.42;2.42;2.57;
35cce98d-7ee7-11e4-895c-002590a3186d;2.702;2.702;2.702;2.702;
35cce98f-7ee7-11e4-895c-002590a3186d;0.54;0.54;0.54;0.58;
35cce991-7ee7-11e4-895c-002590a3186d;0.54;0.54;0.54;0.58;
35cce993-7ee7-11e4-895c-002590a3186d;0.6;0.6;0.6;0.64;
35cce995-7ee7-11e4-895c-002590a3186d;0.6;0.6;0.6;0.64;
35cce997-7ee7-11e4-895c-002590a3186d;0.6;0.6;0.6;0.64;
35cce999-7ee7-11e4-895c-002590a3186d;0.6;0.6;0.6;0.64;
35cce99b-7ee7-11e4-895c-002590a3186d;0.6;0.6;0.6;0.64;
35cce99d-7ee7-11e4-895c-002590a3186d;0.6;0.6;0.6;0.64;
35cce99f-7ee7-11e4-895c-002590a3186d;0.6;0.6;0.6;0.64;
35cce9a1-7ee7-11e4-895c-002590a3186d;0.6;0.6;0.6;0.64;
35cce9a5-7ee7-11e4-895c-002590a3186d;0.26;0.26;0.26;0.28;
35cce9a7-7ee7-11e4-895c-002590a3186d;0.26;0.26;0.26;0.28;
35cce9a9-7ee7-11e4-895c-002590a3186d;0.26;0.26;0.26;0.28;
35cce9ab-7ee7-11e4-895c-002590a3186d;0.26;0.26;0.26;0.28;
35cce9b1-7ee7-11e4-895c-002590a3186d;7.14;7.14;7.14;7.59;
35cce9b3-7ee7-11e4-895c-002590a3186d;10.73;10.73;10.73;11.4;
35cce9b5-7ee7-11e4-895c-002590a3186d;10.73;10.73;10.73;11.4;
35cce9b7-7ee7-11e4-895c-002590a3186d;6.62;6.62;6.62;7.03;
35cce9b9-7ee7-11e4-895c-002590a3186d;13.23;13.23;13.23;14.06;
35cce9bb-7ee7-11e4-895c-002590a3186d;11.26;11.26;11.26;11.96;
52785756-7ef3-11e4-895c-002590a3186d;11.65;11.65;11.65;12.38;
52785758-7ef3-11e4-895c-002590a3186d;10.07;10.07;10.07;10.7;
5278575c-7ef3-11e4-895c-002590a3186d;7.3;7.3;7.3;7.75;
52785760-7ef3-11e4-895c-002590a3186d;6.3;6.3;6.3;6.69;
52785762-7ef3-11e4-895c-002590a3186d;6.3;6.3;6.3;6.69;
52785764-7ef3-11e4-895c-002590a3186d;6.3;6.3;6.3;6.69;
52785766-7ef3-11e4-895c-002590a3186d;6.3;6.3;6.3;6.69;
52785768-7ef3-11e4-895c-002590a3186d;12.45;12.45;12.45;13.23;
5278576c-7ef3-11e4-895c-002590a3186d;8.3;8.3;8.3;8.82;
5278576e-7ef3-11e4-895c-002590a3186d;8.3;8.3;8.3;8.82;
52785770-7ef3-11e4-895c-002590a3186d;14.02;14.02;14.02;14.89;
52785772-7ef3-11e4-895c-002590a3186d;14.02;14.02;14.02;14.89;
52785774-7ef3-11e4-895c-002590a3186d;14.02;14.02;14.02;14.89;
52785776-7ef3-11e4-895c-002590a3186d;17.73;17.73;17.73;18.84;
52785778-7ef3-11e4-895c-002590a3186d;14.15;14.15;14.15;15.04;
5278577a-7ef3-11e4-895c-002590a3186d;24;24;24;25.5;
5278577c-7ef3-11e4-895c-002590a3186d;24;24;24;25.5;
5278577e-7ef3-11e4-895c-002590a3186d;24;24;24;25.5;
52785780-7ef3-11e4-895c-002590a3186d;14.58;14.58;14.58;15.49;
52785782-7ef3-11e4-895c-002590a3186d;14.58;14.58;14.58;15.49;
52785784-7ef3-11e4-895c-002590a3186d;14.58;14.58;14.58;15.49;
52785788-7ef3-11e4-895c-002590a3186d;14.58;14.58;14.58;15.49;
5278578a-7ef3-11e4-895c-002590a3186d;14.58;14.58;14.58;15.49;
52785790-7ef3-11e4-895c-002590a3186d;18.29;18.29;18.29;19.43;
52785792-7ef3-11e4-895c-002590a3186d;18.29;18.29;18.29;19.43;
5a588de7-7ef3-11e4-895c-002590a3186d;8.32;8.32;8.32;8.84;
5a588de9-7ef3-11e4-895c-002590a3186d;8.32;8.32;8.32;8.84;
5a588deb-7ef3-11e4-895c-002590a3186d;14.51;14.51;14.51;15.42;
5a588ded-7ef3-11e4-895c-002590a3186d;14.51;14.51;14.51;15.42;
5a588def-7ef3-11e4-895c-002590a3186d;14.51;14.51;14.51;15.42;
5a588df1-7ef3-11e4-895c-002590a3186d;14.51;14.51;14.51;15.42;
5a588df9-7ef3-11e4-895c-002590a3186d;20.83;20.83;20.83;22.13;
5a588dff-7ef3-11e4-895c-002590a3186d;20.83;20.83;20.83;22.13;
5a588e01-7ef3-11e4-895c-002590a3186d;20.83;20.83;20.83;22.13;
5a588e07-7ef3-11e4-895c-002590a3186d;18.58;18.58;18.58;19.75;
5a588e0b-7ef3-11e4-895c-002590a3186d;27.14;27.14;27.14;28.84;
5a588e13-7ef3-11e4-895c-002590a3186d;15.82;15.82;15.82;16.81;
5a588e15-7ef3-11e4-895c-002590a3186d;15.82;15.82;15.82;16.81;
5a588e17-7ef3-11e4-895c-002590a3186d;15.82;15.82;15.82;16.81;
5a588e19-7ef3-11e4-895c-002590a3186d;15.82;15.82;15.82;16.81;
5a588e1b-7ef3-11e4-895c-002590a3186d;15.82;15.82;15.82;16.81;
5a588e1d-7ef3-11e4-895c-002590a3186d;15.82;15.82;15.82;16.81;
5a588e1f-7ef3-11e4-895c-002590a3186d;9.23;9.23;9.23;9.81;
5a588e21-7ef3-11e4-895c-002590a3186d;9.23;9.23;9.23;9.81;
622cdd81-7ef3-11e4-895c-002590a3186d;9.23;9.23;9.23;9.81;
622cdd83-7ef3-11e4-895c-002590a3186d;9.23;9.23;9.23;9.81;
622cdd85-7ef3-11e4-895c-002590a3186d;9.23;9.23;9.23;9.81;
622cdd87-7ef3-11e4-895c-002590a3186d;9.23;9.23;9.23;9.81;
622cdd89-7ef3-11e4-895c-002590a3186d;9.23;9.23;9.23;9.81;
622cdd8b-7ef3-11e4-895c-002590a3186d;9.23;9.23;9.23;9.81;
622cdd8d-7ef3-11e4-895c-002590a3186d;71.24;71.24;71.24;75.69;
622cdd8f-7ef3-11e4-895c-002590a3186d;18.9;18.9;18.9;20.08;
72ec243b-7f7d-11e4-895c-002590a3186d;3.21;2.92;2.36;2.86;
fbba137c-7fa0-11e4-895c-002590a3186d;7.06;7.06;7.06;5.43;
4d7b5b01-8054-11e4-895c-002590a3186d;37.36;37.36;37.36;36.5;
4d7b5b0f-8054-11e4-895c-002590a3186d;66.86;66.86;66.86;56.83;
bbbaa628-8106-11e4-895c-002590a3186d;27.78;27.78;27.78;23.61;
e684e6e1-97e9-11e0-89be-0002b3d8ef82;18.15;18.15;18.15;15.43;
e684e6e3-97e9-11e0-89be-0002b3d8ef82;16.62;17.49;17.49;14.87;
e684e6e7-97e9-11e0-89be-0002b3d8ef82;18.87;19.86;19.86;16.88;
e684e6e9-97e9-11e0-89be-0002b3d8ef82;26.66;28.06;28.06;23.85;
5bf24af8-b688-11e0-89be-0002b3d8ef82;1.23;1.23;1.23;1.16;
5bf24afe-b688-11e0-89be-0002b3d8ef82;2.15;2.15;2.15;2.03;
5bf24b02-b688-11e0-89be-0002b3d8ef82;1.57;1.57;1.57;1.48;
135420ab-bcdd-11e0-89be-0002b3d8ef82;35.8;35.8;35.8;30.43;
18646d81-9948-11df-8a0c-0002b3d8ef82;6.19;6.19;6.19;5.26;
f8329471-7a63-11e2-8ac4-0025907cb9d2;3.91;3.91;3.91;3.32;
f8329473-7a63-11e2-8ac4-0025907cb9d2;4.26;4.26;4.26;3.62;
f8329475-7a63-11e2-8ac4-0025907cb9d2;16.57;16.57;16.57;14.08;
f8329477-7a63-11e2-8ac4-0025907cb9d2;6.47;6.47;6.47;5.5;
f8329479-7a63-11e2-8ac4-0025907cb9d2;5.94;5.94;5.94;5.05;
f832947b-7a63-11e2-8ac4-0025907cb9d2;7.38;7.38;7.38;6.27;
f832947f-7a63-11e2-8ac4-0025907cb9d2;15.33;15.33;15.33;13.03;
f8329481-7a63-11e2-8ac4-0025907cb9d2;37.76;37.76;37.76;32.1;
f8329485-7a63-11e2-8ac4-0025907cb9d2;28.33;28.33;28.33;24.08;
f8329487-7a63-11e2-8ac4-0025907cb9d2;28.06;28.06;28.06;23.85;
f8329489-7a63-11e2-8ac4-0025907cb9d2;14.87;14.87;14.87;12.64;
f832948b-7a63-11e2-8ac4-0025907cb9d2;20.28;20.28;20.28;17.24;
f832948d-7a63-11e2-8ac4-0025907cb9d2;19.67;19.67;19.67;16.72;
f832948f-7a63-11e2-8ac4-0025907cb9d2;19.67;19.67;19.67;16.72;
f8329493-7a63-11e2-8ac4-0025907cb9d2;38.36;38.36;38.36;32.61;
f8329499-7a63-11e2-8ac4-0025907cb9d2;58.78;58.78;58.78;49.96;
f832949b-7a63-11e2-8ac4-0025907cb9d2;28.82;28.82;28.82;24.5;
f832949e-7a63-11e2-8ac4-0025907cb9d2;15.8;15.8;15.8;13.43;
f83294a2-7a63-11e2-8ac4-0025907cb9d2;88.41;88.41;88.41;75.15;
f83294a4-7a63-11e2-8ac4-0025907cb9d2;42.28;42.28;42.28;35.94;
f83294a8-7a63-11e2-8ac4-0025907cb9d2;31.96;31.96;31.96;27.17;
731691ba-7f1e-11e2-8ac4-0025907cb9d2;1.66;1.66;1.66;2.01;
015a7888-47df-11e4-8b1d-002590a3186d;49.67;49.67;49.67;49.67;
015a788a-47df-11e4-8b1d-002590a3186d;74.49;74.49;74.49;74.49;
015a788c-47df-11e4-8b1d-002590a3186d;101.58;101.58;101.58;101.58;
015a7890-47df-11e4-8b1d-002590a3186d;23.69;23.69;23.69;23.69;
015a7892-47df-11e4-8b1d-002590a3186d;31.04;31.04;31.04;31.04;
015a7894-47df-11e4-8b1d-002590a3186d;34.31;34.31;34.31;34.31;
015a7896-47df-11e4-8b1d-002590a3186d;5.47;5.47;5.47;5.47;
015a7898-47df-11e4-8b1d-002590a3186d;6.61;6.61;6.61;6.61;
015a789a-47df-11e4-8b1d-002590a3186d;7.84;7.84;7.84;7.84;
